gene,biotype
yihQ,protein_coding
yihR,protein_coding
yihS,protein_coding
yihT,protein_coding
yihU,protein_coding
yihV,protein_coding
csqR,protein_coding
yihX,protein_coding
yihY,protein_coding
dtd,protein_coding
fabY,protein_coding
yiiE,protein_coding
yiiF,protein_coding
fdhE,protein_coding
fdoI,protein_coding
fdoH,protein_coding
fdoG,protein_coding
fdhD,protein_coding
yiiG,protein_coding
frvR,protein_coding
frvX,protein_coding
frvB,protein_coding
frvA,protein_coding
rhaM,protein_coding
rhaD,protein_coding
rhaA,protein_coding
rhaB,protein_coding
rhaS,protein_coding
rhaR,protein_coding
rhaT,protein_coding
sodA,protein_coding
kdgT,protein_coding
yiiM,protein_coding
cpxA,protein_coding
cpxR,protein_coding
cpxP,protein_coding
cpxQ,ncRNA
fieF,protein_coding
pfkA,protein_coding
sbp,protein_coding
cdh,protein_coding
tpiA,protein_coding
yiiQ,protein_coding
yiiR,protein_coding
yiiS,protein_coding
uspD,protein_coding
fpr,protein_coding
glpX,protein_coding
glpK,protein_coding
glpF,protein_coding
zapB,protein_coding
rraA,protein_coding
menA,protein_coding
hslU,protein_coding
hslV,protein_coding
ftsN,protein_coding
cytR,protein_coding
priA,protein_coding
rpmE,protein_coding
yiiX,protein_coding
metJ,protein_coding
metB,protein_coding
metL,protein_coding
metF,protein_coding
katG,protein_coding
yijE,protein_coding
yijF,protein_coding
gldA,protein_coding
fsaB,protein_coding
ptsA,protein_coding
frwC,protein_coding
frwB,protein_coding
pflD,protein_coding
pflC,protein_coding
frwD,protein_coding
yijO,protein_coding
eptC,protein_coding
ppc,protein_coding
argE,protein_coding
argC,protein_coding
argB,protein_coding
argH,protein_coding
oxyS,ncRNA
oxyR,protein_coding
sthA,protein_coding
fabR,protein_coding
yijD,protein_coding
trmA,protein_coding
btuB,protein_coding
murI,protein_coding
rrsB,rRNA
gltT,tRNA
rrlB,rRNA
rrfB,rRNA
murB,protein_coding
birA,protein_coding
coaA,protein_coding
thrU,tRNA
tyrU,tRNA
glyT,tRNA
thrT,tRNA
tufB,protein_coding
secE,protein_coding
nusG,protein_coding
rplK,protein_coding
rplA,protein_coding
rplJ,protein_coding
rplL,protein_coding
rpoB,protein_coding
rpoC,protein_coding
yjaZ,protein_coding
sroH,ncRNA
thiH,protein_coding
thiG,protein_coding
thiS,protein_coding
thiF,protein_coding
thiE,protein_coding
thiC,protein_coding
rsd,protein_coding
nudC,protein_coding
hemE,protein_coding
nfi,protein_coding
yjaG,protein_coding
hupA,protein_coding
yjaH,protein_coding
zraP,protein_coding
zraS,protein_coding
zraR,protein_coding
purD,protein_coding
purH,protein_coding
rrsE,rRNA
gltV,tRNA
rrlE,rRNA
rrfE,rRNA
yjaA,protein_coding
yjaB,protein_coding
metA,protein_coding
aceB,protein_coding
aceA,protein_coding
aceK,protein_coding
arpA,protein_coding
iclR,protein_coding
metH,protein_coding
yjbB,protein_coding
pepE,protein_coding
rluF,protein_coding
yjbD,protein_coding
lysC,protein_coding
pgi,protein_coding
yjbE,protein_coding
yjbF,protein_coding
yjbG,protein_coding
yjbH,protein_coding
yjbT,protein_coding
psiE,protein_coding
xylE,protein_coding
malG,protein_coding
malF,protein_coding
malE,protein_coding
malK,protein_coding
lamB,protein_coding
malM,protein_coding
yjbI,pseudogene
ubiC,protein_coding
ubiA,protein_coding
plsB,protein_coding
dgkA,protein_coding
lexA,protein_coding
dinF,protein_coding
yjbJ,protein_coding
zur,protein_coding
yjbL,protein_coding
yjbM,protein_coding
dusA,protein_coding
pspG,protein_coding
pspH,ncRNA
qorA,protein_coding
dnaB,protein_coding
alr,protein_coding
tyrB,protein_coding
yjbS,protein_coding
aphA,protein_coding
yjbQ,protein_coding
yjbR,protein_coding
uvrA,protein_coding
ssb,protein_coding
yjcB,protein_coding
pdeC,protein_coding
soxS,protein_coding
soxR,protein_coding
ryjA,ncRNA
ghxP,protein_coding
yjcE,protein_coding
yjcF,protein_coding
actP,protein_coding
yjcH,protein_coding
acs,protein_coding
nrfA,protein_coding
nrfB,protein_coding
nrfC,protein_coding
nrfD,protein_coding
nrfE,protein_coding
nrfF,protein_coding
nrfG,protein_coding
gltP,protein_coding
yjcO,protein_coding
fdhF,protein_coding
mdtP,protein_coding
mdtO,protein_coding
mdtN,protein_coding
ytcA,protein_coding
yjcS,protein_coding
alsK,protein_coding
alsE,protein_coding
alsC,protein_coding
alsA,protein_coding
alsB,protein_coding
alsR,protein_coding
rpiB,protein_coding
yjdP,protein_coding
phnP,protein_coding
phnO,protein_coding
phnN,protein_coding
phnM,protein_coding
phnL,protein_coding
phnK,protein_coding
phnJ,protein_coding
phnI,protein_coding
phnH,protein_coding
phnG,protein_coding
phnF,protein_coding
phnE,pseudogene
phnD,protein_coding
phnC,protein_coding
yjdN,protein_coding
yjdM,protein_coding
rdcA,protein_coding
rdcB,protein_coding
proP,protein_coding
pmrR,protein_coding
basS,protein_coding
basR,protein_coding
eptA,protein_coding
adiC,protein_coding
adiY,protein_coding
adiA,protein_coding
melR,protein_coding
melA,protein_coding
melB,protein_coding
yjdF,protein_coding
fumB,protein_coding
dcuB,protein_coding
dcuR,protein_coding
dcuS,protein_coding
yjdI,protein_coding
yjdJ,protein_coding
ghoS,protein_coding
ghoT,protein_coding
lysU,protein_coding
dtpC,protein_coding
cadA,protein_coding
cadB,protein_coding
cadC,protein_coding
yjdQ,pseudogene
pheU,tRNA
yjdC,protein_coding
dsbD,protein_coding
cutA,protein_coding
dcuA,protein_coding
aspA,protein_coding
fxsA,protein_coding
yjeH,protein_coding
groS,protein_coding
groL,protein_coding
yjeI,protein_coding
yjeJ,protein_coding
epmB,protein_coding
efp,protein_coding
ecnA,protein_coding
ecnB,protein_coding
gdx,protein_coding
blc,protein_coding
ampC,protein_coding
frdD,protein_coding
frdC,protein_coding
frdB,protein_coding
frdA,protein_coding
epmA,protein_coding
yjeM,protein_coding
yjeN,protein_coding
yjeO,protein_coding
mscM,protein_coding
psd,protein_coding
rsgA,protein_coding
orn,protein_coding
glyV,tRNA
glyX,tRNA
glyY,tRNA
yjeV,protein_coding
queG,protein_coding
nnr,protein_coding
tsaE,protein_coding
amiB,protein_coding
mutL,protein_coding
miaA,protein_coding
hfq,protein_coding
hflX,protein_coding
hflK,protein_coding
hflC,protein_coding
yjeT,protein_coding
purA,protein_coding
nsrR,protein_coding
rnr,protein_coding
rlmB,protein_coding
yjfI,protein_coding
yjfJ,protein_coding
yjfK,protein_coding
yjfL,protein_coding
yjfM,protein_coding
yjfC,protein_coding
aidB,protein_coding
yjfN,protein_coding
bsmA,protein_coding
yjfP,protein_coding
ulaR,protein_coding
ulaG,protein_coding
ulaA,protein_coding
ulaB,protein_coding
ulaC,protein_coding
ulaD,protein_coding
ulaE,protein_coding
ulaF,protein_coding
yjfY,protein_coding
rpsF,protein_coding
priB,protein_coding
rpsR,protein_coding
rplI,protein_coding
yjfZ,protein_coding
ytfA,pseudogene
ytfB,protein_coding
fklB,protein_coding
cycA,protein_coding
ytfE,protein_coding
ytfF,protein_coding
qorB,protein_coding
ytfH,protein_coding
cpdB,protein_coding
cysQ,protein_coding
ytfI,protein_coding
ytfJ,protein_coding
ytfK,protein_coding
ytfL,protein_coding
msrA,protein_coding
tamA,protein_coding
tamB,protein_coding
ytfP,protein_coding
chpS,protein_coding
chpB,protein_coding
ppa,protein_coding
ytfQ,protein_coding
ytfR,protein_coding
ytfT,protein_coding
yjfF,protein_coding
fbp,protein_coding
mpl,protein_coding
yjgA,protein_coding
tldE,protein_coding
cybC,pseudogene
nrdG,protein_coding
nrdD,protein_coding
treC,protein_coding
treB,protein_coding
treR,protein_coding
mgtL,protein_coding
mgtA,protein_coding
ridA,protein_coding
pyrI,protein_coding
pyrB,protein_coding
pyrL,protein_coding
yjgH,protein_coding
bdcA,protein_coding
bdcR,protein_coding
tabA,protein_coding
yjgL,protein_coding
argI,protein_coding
rraB,protein_coding
yjgM,protein_coding
yjgN,protein_coding
valS,protein_coding
holC,protein_coding
pepA,protein_coding
ytgA,protein_coding
lptF,protein_coding
lptG,protein_coding
yjgR,protein_coding
idnR,protein_coding
idnT,protein_coding
idnO,protein_coding
idnD,protein_coding
idnK,protein_coding
ahr,protein_coding
leuX,tRNA
intB,pseudogene
insC6,protein_coding
insD6,protein_coding
yjgX,pseudogene
yjgZ,protein_coding
insG,protein_coding
nanX,protein_coding
nanY,protein_coding
ythA,protein_coding
yjhD,pseudogene
yjhE,pseudogene
insO,pseudogene
insI3,protein_coding
insM,pseudogene
yjhV,pseudogene
fecE,protein_coding
fecD,protein_coding
fecC,protein_coding
fecB,protein_coding
fecA,protein_coding
fecR,protein_coding
fecI,protein_coding
ykiE,protein_coding
insA7,protein_coding
insB7,pseudogene
yjhU,protein_coding
yjhF,protein_coding
yjhG,protein_coding
yjhH,protein_coding
yjhI,protein_coding
sgcR,protein_coding
sgcE,protein_coding
sgcA,protein_coding
ryjB,ncRNA
sgcQ,protein_coding
sgcC,protein_coding
sgcB,protein_coding
sgcX,protein_coding
yjhY,pseudogene
yjhP,protein_coding
yjhQ,protein_coding
topAI,protein_coding
yjhZ,pseudogene
yjhR,pseudogene
ythB,protein_coding
nanS,protein_coding
nanM,protein_coding
nanC,protein_coding
fimB,protein_coding
fimE,protein_coding
fimA,protein_coding
fimI,protein_coding
fimC,protein_coding
fimD,protein_coding
fimF,protein_coding
fimG,protein_coding
fimH,protein_coding
gntP,protein_coding
uxuA,protein_coding
uxuB,protein_coding
uxuR,protein_coding
yjiC,protein_coding
ytiC,protein_coding
ytiD,protein_coding
idlP,protein_coding
iraD,protein_coding
hypT,protein_coding
iadA,protein_coding
yjiG,protein_coding
yjiH,protein_coding
kptA,protein_coding
yjiJ,protein_coding
yjiK,protein_coding
ytiA,protein_coding
yjiL,protein_coding
yjiM,protein_coding
yjiN,protein_coding
mdtM,protein_coding
rpnD,pseudogene
yjiR,protein_coding
yjiS,protein_coding
yjiT,protein_coding
yjiV,pseudogene
mcrC,protein_coding
mcrB,protein_coding
symE,protein_coding
symR,ncRNA
hsdS,protein_coding
hsdM,protein_coding
hsdR,protein_coding
mrr,protein_coding
yjiA,protein_coding
yjiX,protein_coding
btsT,protein_coding
tsr,protein_coding
lgoT,protein_coding
lgoR,protein_coding
lgoD,protein_coding
opgB,protein_coding
yjjA,protein_coding
dnaC,protein_coding
dnaT,protein_coding
yjjB,protein_coding
yjjP,protein_coding
yjjQ,protein_coding
bglJ,protein_coding
fhuF,protein_coding
yjjZ,protein_coding
leuV,tRNA
leuP,tRNA
leuQ,tRNA
rsmC,protein_coding
holD,protein_coding
rimI,protein_coding
yjjG,protein_coding
prfC,protein_coding
osmY,protein_coding
ytjA,protein_coding
yjjU,protein_coding
yjjV,protein_coding
yjjW,protein_coding
yjjI,protein_coding
deoC,protein_coding
deoA,protein_coding
deoB,protein_coding
deoD,protein_coding
yjjJ,protein_coding
lplA,protein_coding
ytjB,protein_coding
serB,protein_coding
radA,protein_coding
nadR,protein_coding
ettA,protein_coding
slt,protein_coding
trpR,protein_coding
yjjX,protein_coding
ytjC,protein_coding
rob,protein_coding
creA,protein_coding
creB,protein_coding
creC,protein_coding
creD,protein_coding
arcA,protein_coding
yjjY,protein_coding
yjtD,protein_coding
tetR,protein_coding
ampR,protein_coding
YFP,protein_coding
GFP,protein_coding
mCherry,protein_coding
spc,protein_coding
kanR,protein_coding
camR,protein_coding
vapC,protein_coding
tmRNA,protein_coding
LELOBEKK,protein_coding
