,0
norV,"ECK2705,ygaI,ygaJ,ygaK"
norW,"ECK2706,ygaL,ygbD"
hypF,"ECK2707,hydA"
hydN,ECK2708
ascG,"ECK2709,sac"
ascF,"ECK2710,sac"
ascB,"ECK2711,sac"
hycI,ECK2712
hycH,"ECK2713,hevH"
hycG,"ECK2714,hevG"
hycF,"ECK2715,hevF"
hycE,"ECK2716,hevE"
hycD,"ECK2717,hevD"
hycC,"ECK2718,hevC"
hycB,"ECK2719,hevB"
hycA,"ECK2720,hevA"
hypA,ECK2721
hypB,"ECK2722,hydB"
hypC,ECK2723
hypD,"ECK2724,hydF"
hypE,"ECK2725,hydB"
fhlA,"ECK2726,fhl"
ygbA,ECK2727
mutS,"ant,ECK2728,fdv,plm"
pphB,"ECK2729,prpB,ygbH"
ygbI,ECK2730
ygbJ,ECK2731
ygbK,ECK2732
ygbL,ECK2733
ygbM,ECK2734
ygbN,ECK2735
rpoS,"abrD,appR,csi2,dpeB,ECK2736,katF,nur,otsX,sigS"
nlpD,ECK2737
pcm,ECK2738
umpG,"ECK2739,surE,ygbC"
truD,"ECK2740,ygbO"
ispF,"ECK2741,ygbB"
ispD,"ECK2742,ygbP"
ftsB,"ECK2743,ygbQ"
ygbE,ECK2744
cysC,ECK2745
cysN,ECK2746
cysD,ECK2747
iap,ECK2748
cas2,"ECK2749,ygbF"
cas1,"ECK2750,ygbT"
casE,"cas6e,cse3,ECK2751,ygcH"
casD,"cas5e,ECK2752,ygcI"
casC,"cas7,cse4,ECK2753,ygcJ"
casB,"cse2,ECK2754,ygcK"
casA,"cse1,ECK2755,ygcL"
cas3,"ECK2756,ygcB"
sokX,ECK4514
cysH,ECK2757
cysI,ECK2758
cysJ,ECK2759
queD,"ECK2760,sscR,ygcM"
ygcN,ECK2761
ygcO,ECK2762
ygcP,ECK2763
ygcQ,ECK2764
ygcR,ECK2765
ygcS,ECK2766
ygcU,"b2772,b2773,ECK2767,ygcT,ygcV"
ygcW,ECK2768
yqcE,"ECK2769,yqcF"
ygcE,ECK2770
queE,"ECK2771,ygcF"
yqcG,ECK4497
ygcG,ECK2772
eno,ECK2773
pyrG,ECK2774
mazG,ECK2775
mazF,"chpA,chpAK,ECK2776"
mazE,"chpAI,chpR,ECK2777"
relA,"ECK2778,RC"
rlmD,"ECK2779,rumA,ygcA"
barA,"airS,ECK2780"
gudD,"ECK2781,ygcX"
gudX,"ECK2782,ygcY"
gudP,"ECK2783,gudT,ygcZ"
yqcA,ECK2784
truC,"ECK2785,yqcB"
yqcC,ECK2786
csrB,ECK2787
syd,"ECK2788,ydr"
queF,"ECK2789,yqcD"
ppnN,"ECK2790,ygdH"
sdaC,"dcrA,ECK2791"
sdaB,ECK2792
ygdG,"ECK2793,exo,xni"
fucO,ECK2794
fucA,"ECK2795,fucC,prd"
fucP,ECK2796
fucI,ECK2797
fucK,ECK2798
fucU,ECK2799
fucR,ECK2800
rlmM,"ECK2801,ygdE"
ygdD,ECK2802
gcvA,ECK2803
gcvB,"ECK2804,IS145,psrA11"
ygdI,ECK2805
csdA,"ECK2806,ygdJ"
csdE,"ECK2807,ygdK"
tcdA,"csdL,ECK2808,ygdL"
mltA,"ECK2809,mlt,ygdM"
metZ,"ECK2810,metZalpha"
metW,ECK2811
metV,"ECK2812,metX,metZ-beta,metZb,metZbeta"
amiC,"ECK2813,ygdN"
argA,"Arg1,Arg2,ECK2814"
recD,"ECK2815,hopE"
recB,"ECK2816,ior,rorA"
ptrA,"ECK2817,ptr"
recC,ECK2818
ppdC,"ECK2819,ygdA"
ygdB,ECK2820
ppdB,"ECK2821,ygdC"
ppdA,ECK2822
thyA,ECK2823
lgt,"ECK2824,umpA"
ptsP,"ECK2825,ygdF,ygdO"
rppH,"ECK2826,nudH,ygdP"
ygdT,ECK4419
mutH,"ECK2827,mutR,prv"
ygdQ,ECK2828
ygdR,ECK2829
tas,"ECK2830,ygdS"
lplT,"ECK2831,ygeD"
aas,ECK2832
omrA,"ECK2833,PAIR2a,psrA12,rygA,sraE,t59"
omrB,"ECK2834,PAIR2b,rygB,t59"
galR,"ECK2835,Rgal"
lysA,ECK2836
lysR,ECK2837
ygeA,ECK2838
araE,ECK2839
kduD,"ECK2840,ygeC,yqeD"
kduI,"ECK2841,yqeE"
yqeF,ECK2842
yqeG,ECK2843
yqeH,ECK2844
yqeI,ECK2845
yqeJ,ECK2846
yqeL,ECK4498
yqeK,ECK2847
ygeF,ECK2848
ygeG,ECK2849
ygeH,ECK2850
ygeI,ECK2851
pbl,"ECK2852,ygeJ"
ygeK,ECK2853
ygeL,ECK2854
ygeN,"b2857,ECK2855,ECK2856,ygeM"
ygeO,ECK2857
insD4,"ECK0358,yi22-4"
insC4,"ECK0357,yi21-4"
ygeP,ECK2858
ygeQ,ECK2859
glyU,"ECK2860,suA36,sufD,sumA,sumB,supT"
ygeR,ECK2861
xdhA,"ECK2862,ygeS"
xdhB,"ECK2863,ygeT"
xdhC,"ECK2864,ygeU"
ygeV,ECK2865
ygeW,ECK2866
ygeX,ECK2867
ygeY,ECK2868
hyuA,"ECK2869,ygeZ"
yqeA,ECK2870
yqeB,ECK2871
yqeC,ECK2872
mocA,"ECK2873,ygfJ"
ygfK,ECK2874
ssnA,"ECK2875,ygfL"
ygfM,ECK2876
xdhD,"ECK2877,ygfN"
xanQ,"ECK2878,ygfO"
guaD,"ECK2879,ygfP"
ghxQ,"b2884,b2885,ECK2880,ygfQ,ygfR"
ygfS,ECK2881
ygfT,ECK2882
uacT,"ECK2883,ygfU"
yqfG,ECK4499
yqfH,ECK4610
idi,"ECK2884,ygfV"
lysS,"asuD,ECK2885,herC"
prfB,"ECK2886,supK"
recJ,ECK2887
dsbC,"ECK2888,xprA"
xerD,"ECK2889,xprB"
fldB,ECK2890
ygfX,"cptA,ECK2891"
sdhE,"cptB,ECK2892,ygfY"
ygfZ,"ECK2893,yzzW"
yqfA,ECK2894
yqfB,ECK2895
bglA,"bglD,ECK2896,yqfC"
ygfF,"ECK2897,yqfD"
gcvP,ECK2898
gcvH,"ECK2899,gcv"
gcvT,ECK2900
yqfI,ECK4611
ubiI,"ECK2901,visC"
ubiH,"acd,ECK2902,visB"
pepP,ECK2903
ygfB,ECK2904
zapA,"ECK2905,ygfE"
ssrS,"ECK2906,ssr"
fau,"ECK2907,ygfA"
sibC,"ECK2908,QUAD1c,rygC,t27"
ibsC,ECK4480
serA,ECK2909
rpiA,"ECK2910,ygfC"
yqfE,ECK2911
argP,"ECK2912,iciA"
scpA,"ECK2913,sbm,yliK"
argK,"ECK2914,ygfD"
scpB,"ECK2915,ygfG"
scpC,"ECK2916,ygfH"
ygfI,ECK2917
yggE,ECK2918
argO,"ECK2919,yggA"
mscS,"ECK2920,yggB"
fbaA,"ald,ECK2921,fba,fda"
pgk,ECK2922
epd,"ECK2923,gap2,gapB"
yggC,ECK2924
fumE,"ECK2925,yggD"
yggF,"ECK2926,yggK"
yggP,"b2931,b2932,ECK2927"
cmtA,ECK2928
cmtB,"ECK2929,tolM"
tktA,"ECK2930,tkt"
loiP,"ECK2931,yggG"
speB,ECK2932
speA,ECK2933
yqgB,ECK2934
yqgG,ECK4641
yqgC,ECK2935
yqgD,ECK2936
metK,"ECK2937,metX"
galP,"ECK2938,Pgal"
yggI,"ECK2939,sprT"
endA,ECK2940
rsmE,"ECK2941,yggJ"
gshB,"ECK2942,gsh-II"
yqgE,ECK2943
yqgF,ECK2944
yggR,ECK2945
yggS,ECK2946
yggT,ECK2947
yggU,ECK2948
rdgB,"ECK2949,yggV"
hemW,"ECK2950,yggW"
yggM,ECK2951
ansB,ECK2952
yggN,"ecfF,ECK2953"
yggL,ECK2954
trmB,"ECK2955,trmI,yggH"
mutY,"ECK2956,micA"
yggX,ECK2957
mltC,"ECK2958,yggZ"
nupG,ECK2959
speC,ECK2960
yqgH,ECK4642
yqgA,ECK2961
pheV,"ECK2962,pheC"
yghD,"ecfC,ECK2963"
yghE,"ecfB,ECK2964"
yqhJ,ECK4643
yghF,"ecfA,ECK2965"
yghG,ECK2966
pppA,"ECK2967,yghH"
yghJ,"b2973,b2974,ECK2968,sslE"
glcA,"ECK2969,yghK"
glcB,"ECK2970,glc"
glcG,"ECK2971,yghC"
glcF,"b2978,ECK2972,gox,yghL"
glcE,"b2978,ECK2973,gox,yghL"
glcD,"ECK2974,gox,yghM"
glcC,"ECK2975,yghN"
yghO,ECK2976
insH9,"ECK0261,trs5-9,yi52_9"
yghQ,ECK2977
yghR,ECK2978
yghS,ECK2979
yghT,ECK2980
pitB,ECK2981
gss,"ECK2982,gsp"
yghU,ECK2983
hybG,ECK2984
hybF,ECK2985
hybE,ECK2986
hybD,ECK2987
hybC,ECK2988
hybB,ECK2989
hybA,"ECK2990,hydL"
hybO,"ECK2991,yghV"
yghW,ECK2992
yghX,"b2999,b3000,ECK2993,ECK2994,orf_f136,yghY"
yqhI,ECK4612
gpr,"ECK2995,mgrA,yghZ"
yqhA,ECK2996
yghA,ECK2997
exbD,ECK2998
exbB,ECK2999
metC,ECK3000
yghB,ECK3001
yqhC,ECK3002
yqhD,ECK3003
dkgA,"ECK3004,yqhE"
yqhG,"ECK3005,yqhF"
yqhH,ECK3006
ygiQ,"b3015,b3016,ECK3007,ygiR"
ftsP,"ECK3008,sufI,sui"
plsC,"ECK3009,parF"
parC,ECK3010
ygiS,ECK3011
mqsA,"ECK3012,ygiT"
mqsR,"ECK3013,ygiU"
ygiV,ECK3014
ygiW,"ECK3015,visP"
qseB,"ECK3016,ygiX"
qseC,"ECK3017,ygiY"
ygiZ,ECK3018
mdaB,"ECK3019,mda66"
ygiN,ECK3020
parE,"ECK3021,nfxD"
yqiA,"ECK3022,yzzI"
cpdA,"ECK3023,icc"
yqiB,"ECK3024,yzzH"
nudF,"aspP,ECK3025,trgB,yqiE"
tolC,"colE1-i,ECK3026,mtcB,mukA,refI,toc,weeA"
ygiB,ECK3028
ygiC,ECK3029
ygiD,ECK3030
zupT,"ECK3031,ygiE"
yqiD,ECK4613
ribB,"ECK3032,htrP,luxH,luxH-l"
ubiK,"ECK3033,yqiC"
ygiL,ECK3034
yqiG,ECK3035
insC5,"ECK0357,yi21-5"
insD5,"ECK0358,yi22-5"
yqiH,ECK3036
yqiI,ECK3037
glgS,"ECK3038,scoR"
yqiJ,ECK3039
yqiK,ECK3040
sibD,"C0730,ECK3041,IS156,QUAD1d,rygD,tp8"
ibsD,ECK4479
sibE,"ECK4420,QUAD1e,rygE"
ibsE,ECK4481
hldE,"ECK3042,gmhC,rfaE,waaE,yqiF"
glnE,ECK3043
ygiF,ECK3044
ygiM,"ecfG,ECK3045,htrG"
cca,ECK3046
bacA,"ECK3047,uppP"
folB,"ECK3048,ygiG"
plsY,"ECK3049,ygiH"
ttdR,"dan,ECK3050,ygiP"
ttdA,"ECK3051,ygjA"
ttdB,"ECK3052,ygjB"
ttdT,"ECK3053,ygjC,ygjE"
tsaD,"ECK3054,gcp,ygjD"
rpsU,ECK3055
dnaG,"dnaP,ECK3056,parB,sdgA"
rpoD,"alt,ECK3057"
mug,"ECK3058,ygjF"
ileX,ECK3059
nfeF,"ECK3060,yqjH"
nfeR,"ECK3061,yqjI"
aer,"air,ECK3062,yqjJ"
patA,"ECK3063,oat,pat,ygjG"
ygjH,ECK3064
ebgR,ECK3065
ebgA,ECK3066
ebgC,ECK3067
ygjI,ECK3068
ygjJ,ECK3069
ygjK,ECK3070
fadH,"ECK3071,ygjL"
higA,"ECK3072,ygjM"
higB,"ECK3073,ygjN"
rlmG,"ECK3074,ygjO"
ygjP,ECK3075
ygjQ,ECK3076
ygjR,ECK3077
alx,"ECK3079,ygjT"
sstT,"ECK3080,ygjU"
ygjV,ECK3081
uxaA,"ECK3082,ygjW"
uxaC,"ECK3083,ygjX,ygjY,ygjZ"
exuT,ECK3084
exuR,ECK3085
yqiM,ECK4644
yqjA,"ecfL,ECK3086"
mzrA,"ecfM,ECK3087,yqjB"
yqjC,ECK3088
yqjD,ECK3089
yqjE,ECK3090
yqjK,ECK3091
yqjF,ECK3092
yqjG,ECK3093
yhaH,ECK3094
yhaI,ECK3095
yhaJ,ECK3096
yhaK,ECK3097
yhaL,ECK3098
cyuA,"b3108,b3109,ECK3099,yhaM,yhaN"
cyuP,"dlsT,ECK3100,yhaO"
tdcG,"b3111,b3112,ECK3101,sdhY,tdcGa,yhaP,yhaQ"
tdcF,"ECK3102,yhaR"
tdcE,"ECK3103,yhaS"
tdcD,"ECK3104,yhaA"
tdcC,ECK3105
tdcB,"ECK3106,tdc"
tdcA,ECK3107
tdcR,ECK3108
yhaB,ECK3109
yhaC,ECK3110
rnpB,ECK3111
garK,"ECK3112,yhaD"
garR,"ECK3113,yhaE"
garL,"ECK3114,yhaF"
garP,"ECK3115,yhaU"
garD,"ECK3116,yhaG"
prlF,"ECK3117,prlFA,sohA"
yhaV,ECK3118
agaR,"ECK3119,yhaW"
kbaZ,"agaZ,ECK3120,yhaX"
agaV,"ECK3121,yhaY"
agaW,"ECK3122,yhaZ"
agaA,"ECK3123,yraA"
agaS,"ECK3124,yraB"
kbaY,"agaY,ECK3125,kba,yraC"
agaB,"ECK3126,yraD"
agaC,"ECK3127,yraE"
agaD,"ECK3128,yraF"
agaI,"ECK3129,yraG"
yraH,ECK3130
yraI,ECK3131
yraJ,ECK3132
yraK,ECK3133
rsmI,"ECK3134,yraL"
lpoA,"ECK3135,yraM"
yraN,ECK3136
diaA,"ECK3137,yraO"
yraP,"ecfH,ECK3138"
yraQ,ECK3139
yraR,ECK3140
yhbO,ECK3141
yhbP,ECK3142
yhbQ,ECK3143
yhbS,ECK3144
ubiT,"ECK3145,yhbT"
ubiU,"ECK3146,yhbU"
ubiV,"ECK3147,yhbV"
yhbW,ECK3148
mtr,ECK3149
deaD,"csdA,ECK3150,mssB,rhlD"
yrbN,ECK4500
nlpI,"ECK3151,yhbM"
pnp,"bfl,ECK3152"
sraG,"ECK3153,p3,psrA15,psrO"
rpsO,"ECK3154,secC"
truB,"ECK3155,yhbA"
rbfA,"ECK3156,sdr-43,yhbB"
infB,"ECK3157,ssyG"
nusA,ECK3158
rimP,"ECK3159,yhbC"
metY,ECK3160
argG,ECK3161
yhbX,ECK3162
leuU,ECK3163
secG,"ECK3164,prlH"
glmM,"ECK3165,mrsA,yhbF"
folP,"dhpS,ECK3166"
ftsH,"ECK3167,hflB,mrsC,std,tolZ"
rlmE,"ECK3168,ftsJ,mrsF,rrmJ"
yhbY,ECK3169
greA,ECK3170
dacB,ECK3171
obgE,"cgtA,ECK3172,obg,yhbZ"
yhbE,ECK3173
rpmA,"ECK3174,rpz"
rplU,ECK3175
ispB,"cel,ECK3176,yhbD"
sfsB,"ECK3177,nlp,sfs7"
murA,"ECK3178,mrbA,murZ"
ibaG,"ECK3179,yrbA"
mlaB,"ECK3180,yrbB"
mlaC,"ECK3181,yrbC"
mlaD,"ECK3182,yrbD"
mlaE,"ECK3183,yrbE"
mlaF,"ECK3184,yrbF"
yrbG,ECK3185
kdsD,"ECK3186,yrbH"
kdsC,"ECK3187,yrbI,yrbJ"
lptC,"ECK3188,yrbK"
lptA,"ECK3189,yhbN"
lptB,"ECK3190,yhbG"
rpoN,"ECK3191,glnF,ntrA"
hpf,"ECK3192,yhbH"
ptsN,"ECK3193,rpoP,yhbI"
rapZ,"ECK3194,yhbJ"
npr,"ECK3195,ptsO,rpoR,yhbK"
yrbL,ECK3196
mtgA,"ECK3197,mgt,yrbM"
elbB,"ECK3198,elb2,s27a,yhbL,yzzB"
arcZ,"ECK3199,psrA16,ryhA,sraH"
arcB,ECK3200
yhcC,ECK3201
gltB,"aspB,ECK3202,ossB,psiQ"
gltD,"aspB,ECK3203,ossB,psiQ"
gltF,"ECK3204,ossB"
yhcA,ECK3205
yhcD,ECK3206
yhcE,"b3217,b4549,ECK3207"
insH10,"ECK0261,trs5-10,yi52_10"
yhcF,ECK3208
yhcG,ECK3209
yhcH,ECK3210
nanK,"ECK3211,yhcI"
nanE,"ECK3212,yhcJ"
nanT,ECK3213
nanA,"ECK3214,npl"
nanR,"ECK3215,yhcK"
dcuD,"ECK3216,yhcL"
sspB,ECK3217
sspA,"ECK3218,pog,ssp"
rpsI,ECK3219
rplM,ECK3220
zapE,"ECK3221,yhcM"
yhcB,ECK3222
degQ,"ECK3223,hhoA"
degS,"ECK3224,hhoB,htrH"
mdh,ECK3225
argR,"ECK3226,Rarg,xerA"
yhcN,ECK3227
yhcO,ECK3228
aaeB,"ECK3229,yhcP"
aaeA,"ECK3230,yhcQ"
aaeX,"ECK3231,yhcR"
aaeR,"ECK3232,qseA,yhcS"
tldD,"ECK3233,yhdO"
yhdP,"b3245,b3246,ECK3234,yhdQ,yhdR"
rng,"adhR,cafA,ECK3235,yhdF"
yhdE,ECK3236
mreD,ECK3237
mreC,ECK3238
mreB,"ECK3239,envB,mon,mreB_1,rodY"
csrD,"ECK3240,yhdA"
yhdH,"acuI,ECK3241"
yrdF,ECK4509
yrdE,ECK4442
accB,"ECK3242,fabE"
accC,"ECK3243,fabG"
yhdT,ECK3244
panF,ECK3245
prmA,"ECK3246,prm-1,yhdI"
dusB,"ECK3247,yhdG"
fis,"ECK3248,nbp"
yhdJ,"ccrM,ECK3249"
yhdU,ECK3250
envR,"acrS,ECK3251,yhdK"
acrE,"ECK3252,envC"
acrF,"ECK3253,envD"
yhdV,ECK3254
yhdW,ECK3255
yhdX,ECK3256
yhdY,ECK3257
yhdZ,ECK3258
rrfF,"ECK3259,rrfDbeta,rrvD"
thrV,ECK3260
rrfD,ECK3261
rrlD,ECK3262
alaU,"ECK3263,talD"
ileU,"ECK3264,tilD"
rrsD,ECK3265
yrdA,ECK3266
yrdB,ECK3267
aroE,ECK3268
tsaC,"ECK3269,rimN,yrdC"
yrdD,ECK3270
smg,ECK3271
smf,"b3285,b3286,ECK3272,smf1,smf2"
def,"ECK3273,fms"
fmt,"ECK3274,ftm,yhdD"
rsmB,"ECK3275,fmu,fmv,rrmB,sun,yhdB"
trkA,ECK3276
mscL,"ECK3277,yhdC"
arfA,"ECK3278,yhdL"
zntR,"ECK3279,yhdM"
yhdN,ECK3280
rplQ,ECK3281
rpoA,"ECK3282,pez,phs,sez"
rpsD,"ECK3283,ramA,sud(2),sud2"
rpsK,ECK3284
rpsM,ECK3285
rpmJ,"ECK3286,secX"
secY,"ECK3287,prlA"
rplO,ECK3288
rpmD,ECK3289
rpsE,"ECK3290,eps,spc,spcA"
rplR,ECK3291
rplF,ECK3292
rpsH,ECK3293
rpsN,ECK3294
rplE,ECK3295
rplX,ECK3296
rplN,ECK3297
rpsQ,"ECK3298,neaA"
rpmC,ECK3299
rplP,ECK3300
rpsC,ECK3301
rplV,"ECK3302,eryB"
rpsS,ECK3303
rplB,ECK3304
rplW,ECK3305
rplD,"ECK3306,eryA"
rplC,ECK3307
rpsJ,"ECK3308,nusE"
gspB,"ECK3309,pinO,pioO"
gspA,"ECK3310,yheD"
gspC,"ECK3311,yheE"
gspD,"ECK3312,yheF"
gspE,"ECK3313,yheG"
gspF,"ECK3314,hofF,hopF"
gspG,"ECK3315,hofG,hopG"
gspH,"ECK3316,hofH,hopH"
gspI,"ECK3317,yheH"
gspJ,"ECK3318,yheI"
gspK,"ECK3319,yheJ"
gspL,"ECK3320,yheK"
gspM,"ECK3321,hopZ,pshM"
gspO,"ECK3322,hofD,hopD,hopO,yheC"
bfr,ECK3323
bfd,"ECK3324,yheA"
chiA,"ECK3325,yheB"
tufA,"ECK3326,kirT,pulT"
fusA,"ECK3327,far,fus"
rpsG,ECK3328
rpsL,"asuB,ECK3329,strA"
tusB,"ECK3330,yheL"
tusC,"ECK3331,yheM"
tusD,"ECK3332,yheN"
yheO,ECK3333
fkpA,"ECK3334,yzzS"
slyX,ECK3335
slyD,ECK3336
yheV,ECK3337
kefB,"ECK3338,trkB"
kefG,"ECK3339,yheR"
yheS,ECK3340
yheT,ECK3341
yheU,ECK3342
prkB,"ECK3343,yhfF"
yhfA,ECK3344
crp,"cap,csm,ECK3345,gurB"
yhfK,ECK3346
argD,"Arg1,dapC,dtu,ECK3347"
pabA,ECK3348
fic,"ECK3349,ficT"
yhfG,"ECK3350,ficA"
ppiA,"ECK3351,rot,rotA"
tsgA,"ECK3352,gutS,yhfC,yhfH"
nirB,ECK3353
nirD,ECK3354
nirC,ECK3355
cysG,ECK3356
yhfL,ECK3357
frlA,"ECK3358,yhfM"
frlB,"ECK3359,yhfN"
frlC,"b3372,b3373,ECK3360,yhfO,yhfP"
frlD,"ECK3361,yhfQ"
frlR,"ECK3362,yhfR"
yhfS,ECK3363
yhfT,ECK3364
yhfU,ECK3365
php,"ECK3366,yhfV"
yhfW,ECK3367
yhfX,ECK3368
yhfY,ECK3369
yhfZ,ECK3370
trpS,ECK3371
gph,"ECK3372,yhfE"
rpe,"dod,ECK3373,yhfD"
dam,ECK3374
damX,"ECK3375,yhfB"
aroB,ECK3376
aroK,ECK3377
hofQ,"ECK3378,hopQ"
hofP,"ECK3379,yrfA"
hofO,"ECK3380,yrfB"
hofN,"ECK3381,yrfC"
hofM,"ECK3382,yrfD"
mrcA,"ECK3383,ponA"
nudE,"ECK3384,yrfE"
igaA,"ECK3385,yrfF"
yrfG,ECK3386
hslR,"ECK3387,hsp15,yrfH"
hslO,"ECK3388,yrfI"
yhgE,ECK3389
pck,"ECK3390,pckA"
envZ,"ECK3391,ompB,perA,tpo"
ompR,"cry,ECK3392,kmt,ompB"
greB,ECK3393
yhgF,ECK3394
feoA,ECK3395
feoB,ECK3396
feoC,"ECK3397,yhgG"
rpnA,"ECK3398,yhgA"
bioH,"bioB,ECK3399"
yhgH,"ECK3400,gntX"
nfuA,"ECK3401,gntY,yhgI"
gntT,"ECK3402,gntM,gntTalpha,usgA,yhgC"
malQ,"ECK3403,malA"
malP,"blu,ECK3404,malA"
malT,"ECK3405,malA"
rtcA,"b3419,b3420,ECK3406,yhgJ,yhgK"
rtcB,"ECK3407,yhgL"
rtcR,"ECK3408,yhgB"
glpR,ECK3409
glpG,ECK3410
glpE,ECK3411
glpD,"ECK3412,glyD"
yzgL,ECK3413
glgP,"ECK3414,glgY"
glgA,ECK3415
glgC,ECK3416
glgX,ECK3417
glgB,ECK3418
yhgO,ECK4645
yhgP,ECK4646
asd,"dap,ECK3419,hom"
yhgN,ECK3420
gntU,"b3435,b3436,ECK3421"
gntK,ECK3422
gntR,ECK3423
yhhW,ECK3424
yhhX,ECK3425
ryhB,"ECK3426,IS176,psrA18,sraI"
yhhY,ECK3427
yhhZ,ECK3428
yrhA,ECK3429
insA6,ECK0023
insB6,ECK0022
yrhD,ECK4421
yrhB,ECK3430
ggt,ECK3431
yhhA,ECK3432
ugpQ,ECK3433
ugpC,ECK3434
ugpE,ECK3435
ugpA,"ECK3436,psiB,psiC,ugp"
ugpB,"ECK3437,psiB,psiC"
livF,ECK3438
livG,"ECK3439,hrbB,hrbC,hrbD"
livM,ECK3440
livH,"ECK3441,hrbB,hrbC,hrbD"
livK,"ECK3442,hrbB,hrbC,hrbD"
panZ,"ECK3443,livL,panM,yhhK"
livJ,"ECK3444,hrbB,hrbC,hrbD"
rpoH,"ECK3445,fam,hin,htpR"
ftsX,"ECK3446,ftsS"
ftsE,ECK3447
ftsY,ECK3448
rsmD,"ECK3449,yhhF"
yhhL,ECK3450
yhhM,ECK3451
yhhN,ECK3452
zntA,"ECK3453,yhhO"
tusA,"ECK3454,sirA,yhhP"
yhhQ,ECK3455
dcrB,"ECK3456,yhhR"
yhhS,ECK3457
yhhT,ECK3458
acpT,"ECK3459,yhhU"
nikA,"ECK3460,hydC,hydD"
nikB,"ECK3461,hydC,hydD"
nikC,"ECK3462,hydC,hydD"
nikD,"ECK3463,hydC,hydD"
nikE,"ECK3464,hydC,hydD"
nikR,"ECK3465,yhhG"
rhsB,ECK3466
yhhH,ECK3467
yrhC,ECK3468
yhhI,ECK3469
yhhJ,ECK3470
rbbA,"ECK3471,yhiG,yhiH"
yhiI,ECK3472
yhiY,ECK4647
yhiJ,ECK3473
yhiL,"b3489,b3490,ECK3474,ECK3475,yhiK"
yhiM,ECK3476
yhiN,ECK3477
pitA,"ECK3478,pit"
uspB,"ECK3479,yhiO"
uspA,ECK3480
yriA,ECK4648
yriB,ECK4649
dtpB,"ECK3481,yhiP"
rsmJ,"ECK3482,yhiQ"
prlC,"ECK3483,opdA"
rlmJ,"ECK3484,yhiR"
gor,"ECK3485,gorA"
dinQ,ECK4422
agrA,ECK4569
agrB,ECK4570
arsR,"arsE,ECK3486"
arsB,"arsF,ECK3487"
arsC,"arsG,ECK3488"
yhiS,ECK3489
insH11,"ECK0261,trs5-11,yi52_11"
slp,ECK3490
dctR,"ECK3491,yhiF"
yhiD,"ECK3492,yhhE"
hdeB,"ECK3493,yhhD,yhiC"
hdeA,"ECK3494,yhhC,yhiB"
hdeD,"ECK3495,yhiA"
arrS,ECK4516
gadE,"ECK3496,yhiE,yhiT"
gadF,ECK4575
mdtE,"ECK3497,yhiU"
mdtF,"ECK3498,yhiV"
gadW,"ECK3499,yhiW"
gadY,"ECK3500,IS183"
gadX,"ECK3501,yhiX"
gadA,"ECK3502,gadS"
ccp,"ECK3503,yhjA"
treF,ECK3504
yhjB,ECK3505
rcdB,"ECK3506,yhjC"
yhjD,ECK3507
yhjE,ECK3508
yhjG,"ECK3509,yhjF"
pdeH,"ECK3510,yhjH"
kdgK,"ECK3511,yhjI"
yhjJ,ECK3512
dctA,ECK3513
pdeK,"ECK3514,yhjK"
bcsC,"ECK3515,yhjL"
bcsZ,"bcsC,ECK3516,yhjM"
bcsB,"ECK3517,yhjN"
bcsA,"ECK3518,yhjO,yhjP"
bcsQ,"ECK3519,yhjQ"
yhjR,"bcsR,ECK3520"
bcsE,"ECK3521,yhjS"
bcsF,"ECK3522,yhjT"
bcsG,"ECK3523,yhjU"
ldrD,ECK3524
rdlD,ECK3525
yhjV,ECK3526
dppF,"dppE,ECK3527"
dppD,ECK3528
dppC,ECK3529
dppB,ECK3530
dppA,"alu,dpp,ECK3531,fpp"
proK,"ECK3532,proV"
eptB,"ECK3533,yhjW"
yhjX,ECK3534
yhjY,ECK3535
tag,"ECK3536,tagA"
yiaC,ECK3537
bisC,ECK3538
yiaD,ECK3539
ghrB,"ECK3540,tkrA,yiaE"
yiaF,ECK3541
yiaG,ECK3542
cspA,ECK3543
ysaE,ECK4650
mokA,ECK4448
hokA,"ECK3544,yiaZ"
insJ,"ECK3545,yi5A"
insK,"dinS,ECK3546,t150,yi5B"
sokA,ECK4423
glyS,"ECK3547,gly,gly-act,glyS(B)"
glyQ,"cfcA,ECK3548,glyS(A)"
ysaB,ECK3549
wecH,"ECK3550,yiaH"
yiaA,ECK3551
yiaB,ECK3552
xylB,ECK3553
xylA,ECK3554
xylF,"ECK3555,xylT"
xylG,ECK3556
xylH,ECK3557
xylR,ECK3558
bax,ECK3559
baxL,ECK4651
malS,ECK3560
avtA,ECK3561
ysaA,"ECK3562,yiaI"
plaR,"ECK3563,yiaJ"
yiaK,ECK3564
yiaL,ECK3565
yiaM,ECK3566
yiaN,ECK3567
yiaO,ECK3568
lyxK,"ECK3569,lyx,sgbK,xylK,yiaP"
sgbH,"ECK3570,yiaQ"
sgbU,"ECK3571,yiaR"
sgbE,"ECK3572,yiaS"
ysaC,ECK4459
ysaD,ECK4460
yiaT,ECK3573
yiaU,ECK3574
yiaV,ECK3575
yiaW,ECK3576
aldB,"ECK3577,yiaX"
yiaY,ECK3578
selB,"ECK3579,fdhA"
selA,"ECK3580,fdhA"
yibF,ECK3581
rhsA,ECK3582
yibA,ECK3583
yibJ,"ECK3584,rhsJ"
yibG,ECK3585
yibS,ECK4440
yibW,ECK4450
yibV,ECK4424
yibU,ECK4449
