,gene,biotype,synonym
2106,flu,protein_coding,"agn,agn43,ECK1993,yeeQ,yzzX"
2107,yeeR,protein_coding,ECK1994
2108,yeeS,protein_coding,ECK1995
2109,yeeT,protein_coding,ECK1996
2110,cbeA,protein_coding,"ECK1997,yeeU"
2111,cbtA,protein_coding,"ECK1998,yeeV"
2112,yeeW,protein_coding,ECK1999
2113,yoeD,pseudogene,ECK4443
2114,yoeF,protein_coding,ECK2000
2115,yeeX,protein_coding,ECK2001
2116,yeeA,protein_coding,ECK2002
2117,sbmC,protein_coding,"dgi,ECK2003,gyrI,yeeB"
2118,dacD,protein_coding,"ECK2004,phsE,yeeC"
2119,sbcB,protein_coding,"cpeA,ECK2005,exoI,rmuA,xonA"
2120,yeeD,protein_coding,ECK2006
2121,yeeE,protein_coding,ECK2007
2122,plaP,protein_coding,"ECK2008,yeeF"
2123,yoeI,protein_coding,ECK4493
2124,yeeY,protein_coding,ECK2009
2125,yeeZ,protein_coding,ECK2010
2126,yoeB,protein_coding,ECK2011
2127,yefM,protein_coding,ECK2012
2128,hisL,protein_coding,ECK2013
2129,hisG,protein_coding,ECK2014
2130,hisD,protein_coding,ECK2015
2131,hisC,protein_coding,ECK2016
2132,hisB,protein_coding,ECK2017
2133,hisH,protein_coding,ECK2018
2134,hisA,protein_coding,ECK2019
2135,hisF,protein_coding,ECK2020
2136,hisI,protein_coding,"ECK2021,hisE,hisIE"
2137,wzzB,protein_coding,"cld,ECK2022,rol,wzz"
2138,ugd,protein_coding,"ECK2023,pmrE,udg,UDG8,yefA"
2139,gnd,protein_coding,ECK2024
2140,wbbL,pseudogene,"b2031,b4540,ECK2025,yefJ"
2141,insH7,protein_coding,"ECK0261,trs5-7,yi52_7"
2142,wbbK,protein_coding,"ECK2026,yefI"
2143,wbbJ,protein_coding,"ECK2027,yefH"
2144,wbbI,protein_coding,"ECK2028,yefG"
2145,wbbH,protein_coding,"ECK2029,rfc,yefF"
2146,glf,protein_coding,"ECK2030,yefE"
2147,rfbX,protein_coding,"ECK2031,wzx,wzxB"
2148,rfbC,protein_coding,"ECK2032,rfbD,rmlC"
2149,rfbA,protein_coding,"ECK2033,rmlA,som"
2150,rfbD,protein_coding,"ECK2034,rmlD"
2151,rfbB,protein_coding,"ECK2035,rmlB,som"
2152,galF,protein_coding,"ECK2036,wcaN,yefG"
2153,wcaM,protein_coding,"ECK2037,yefK"
2154,wcaL,protein_coding,"ECK2038,yefL"
2155,wcaK,protein_coding,ECK2039
2156,wzxC,protein_coding,"ECK2040,wzx"
2157,wcaJ,protein_coding,ECK2041
2158,cpsG,protein_coding,"ECK2042,manB,rfbK"
2159,cpsB,protein_coding,"ECK2043,manC,mni,rfbM"
2160,wcaI,protein_coding,"ECK2044,yefD"
2161,gmm,protein_coding,"ECK2045,nudD,wcaH,yefC"
2162,fcl,protein_coding,"ECK2046,wcaG,yefB"
2163,gmd,protein_coding,"ECK2047,yefA,yefN"
2164,wcaF,protein_coding,ECK2048
2165,wcaE,protein_coding,ECK2049
2166,wcaD,protein_coding,ECK2050
2167,wcaC,protein_coding,ECK2051
2168,wcaB,protein_coding,ECK2052
2169,wcaA,protein_coding,ECK2053
2170,wzc,protein_coding,ECK2054
2171,wzb,protein_coding,ECK2055
2172,wza,protein_coding,ECK2056
2173,yegH,protein_coding,ECK2057
2174,asmA,protein_coding,"ECK2058,yegA"
2175,dcd,protein_coding,"dus,ECK2059,paxA"
2176,udk,protein_coding,ECK2060
2177,dgcE,protein_coding,"ECK2061,yegE"
2178,alkA,protein_coding,"aidA,ECK2062"
2179,yegD,protein_coding,ECK2063
2180,yegI,protein_coding,ECK2064
2181,yegJ,protein_coding,ECK2065
2182,pphC,protein_coding,"ECK2066,yegK"
2183,yegL,protein_coding,ECK2067
2184,sibA,ncRNA,"ECK2068,QUAD1a,ryeC,tp11"
2185,ibsA,protein_coding,ECK4482
2186,sibB,ncRNA,"ECK2069,QUAD1b,ryeD,tpe60"
2187,ibsB,protein_coding,ECK4483
2188,mdtA,protein_coding,"ECK2070,yegM"
2189,mdtB,protein_coding,"ECK2071,yegN"
2190,mdtC,protein_coding,"ECK2072,yegO"
2191,mdtD,protein_coding,"ECK2073,iceT,yegB"
2192,baeS,protein_coding,ECK2074
2193,baeR,protein_coding,ECK2075
2194,yegP,protein_coding,ECK2076
2195,trhP,protein_coding,"ECK2077,yegQ"
2196,cyaR,ncRNA,"ECK2078,ryeE"
2197,ogrK,protein_coding,ECK2079
2198,yegZ,pseudogene,ECK2080
2199,yegR,protein_coding,ECK2081
2200,yegS,protein_coding,ECK2082
2201,gatR,pseudogene,"b2087,b2090,ECK2083"
2202,insE5,protein_coding,ECK0298
2203,insF5,protein_coding,"ECK0299,tra5-4"
2204,gatD,protein_coding,ECK2084
2205,gatC,pseudogene,ECK2085
2206,gatB,protein_coding,ECK2086
2207,gatA,protein_coding,ECK2087
2208,gatZ,protein_coding,ECK2088
2209,gatY,protein_coding,"ECK2089,yegF"
2210,fbaB,protein_coding,"dhnA,ECK2090"
2211,yegT,protein_coding,ECK2091
2212,yegU,protein_coding,ECK2092
2213,yegV,protein_coding,ECK2093
2214,yegW,protein_coding,ECK2094
2215,yegX,protein_coding,ECK2095
2216,thiD,protein_coding,"ECK2096,thiA,thiJ,thiN"
2217,thiM,protein_coding,ECK2097
2218,rcnR,protein_coding,"ECK2098,yohL"
2219,rcnA,protein_coding,"ECK2099,yohM"
2220,rcnB,protein_coding,"ECK2100,yohN"
2221,yehA,protein_coding,ECK2101
2222,yehB,protein_coding,ECK2102
2223,yehC,protein_coding,ECK2103
2224,yehD,protein_coding,ECK2104
2225,yehE,protein_coding,ECK2105
2226,mrp,protein_coding,ECK2106
2227,metG,protein_coding,ECK2107
2228,yehF,protein_coding,"dinO,ECK2108,molR_1,sosF"
2229,yehH,pseudogene,"b2116,b2117,ECK2108,molR,yehG"
2230,yehI,protein_coding,ECK2109
2231,yehK,protein_coding,ECK2110
2232,yehL,protein_coding,ECK2111
2233,yehM,protein_coding,"ECK2112,yehN,yehO"
2234,yehP,protein_coding,ECK2113
2235,yehQ,protein_coding,ECK2114
2236,yehR,protein_coding,ECK2115
2237,yehS,protein_coding,ECK2116
2238,btsR,protein_coding,"ECK2117,yehT"
2239,btsS,protein_coding,"ECK2118,yehU"
2240,mlrA,protein_coding,"ECK2119,yehV"
2241,yohO,protein_coding,ECK2120
2242,yehW,protein_coding,ECK2121
2243,yehX,protein_coding,ECK2122
2244,yehY,protein_coding,ECK2123
2245,osmF,protein_coding,"ECK2124,yehZ"
2246,bglX,protein_coding,"ECK2125,glh,yohA"
2247,dld,protein_coding,"ECK2126,ldh"
2248,pbpG,protein_coding,"ECK2127,yohB"
2249,yohC,protein_coding,ECK2128
2250,yohD,protein_coding,ECK2129
2251,yohF,protein_coding,"ECK2130,yohE"
2252,mdtQ,pseudogene,"b2138,ECK2131,ECK2132,yohG,yohH"
2253,yohP,protein_coding,ECK4494
2254,dusC,protein_coding,"ECK2133,yohI"
2255,yohJ,protein_coding,ECK2134
2256,yohK,protein_coding,ECK2135
2257,cdd,protein_coding,ECK2136
2258,sanA,protein_coding,"ECK2137,sfiXSt,yeiF"
2259,yeiS,protein_coding,ECK2138
2260,preT,protein_coding,"ECK2139,yeiT"
2261,preA,protein_coding,"ECK2140,yeiA"
2262,mglC,protein_coding,"ECK2141,mglP"
2263,mglA,protein_coding,"ECK2142,mgl,mglP"
2264,mglB,protein_coding,ECK2143
2265,galS,protein_coding,"ECK2144,mglD"
2266,yeiB,protein_coding,ECK2145
2267,folE,protein_coding,ECK2146
2268,yeiG,protein_coding,ECK2147
2269,cirA,protein_coding,"cir,ECK2148,feuA"
2270,lysP,protein_coding,"cadR,ECK2149"
2271,yeiE,protein_coding,ECK2150
2272,yeiH,protein_coding,ECK2151
2273,nfo,protein_coding,ECK2152
2274,yeiI,protein_coding,ECK2153
2275,nupX,protein_coding,"ECK2154,yeiJ"
2276,rihB,protein_coding,"ECK2155,yeiK"
2277,yeiL,protein_coding,ECK2156
2278,psuT,protein_coding,"ECK2157,pscT,yeiM"
2279,psuG,protein_coding,"ECK2158,pscG,yeiN"
2280,psuK,protein_coding,"ECK2159,pscK,yeiC"
2281,fruA,protein_coding,"ECK2160,ptsF"
2282,fruK,protein_coding,"ECK2161,fpk"
2283,fruB,protein_coding,"ECK2162,fpr,fruF"
2284,setB,protein_coding,"ECK2163,yeiO"
2285,yeiW,protein_coding,ECK2164
2286,yeiP,protein_coding,ECK2165
2287,yeiQ,protein_coding,ECK2166
2288,yeiR,protein_coding,ECK2167
2289,lpxT,protein_coding,"ECK2168,yeiU"
2290,mepS,protein_coding,"ECK2169,spr,yeiV"
2291,pdeN,protein_coding,"ECK2170,rtn"
2292,yejA,protein_coding,ECK2171
2293,yejB,protein_coding,ECK2172
2294,yejE,protein_coding,ECK2173
2295,yejF,protein_coding,ECK2174
2296,yejG,protein_coding,ECK2175
2297,bcr,protein_coding,"bicA,bicR,ECK2176,sur,suxA"
2298,rsuA,protein_coding,"ECK2177,yejD"
2299,radD,protein_coding,"ECK2178,yejH,yejI,yejJ"
2300,rplY,protein_coding,ECK2179
2301,yejK,protein_coding,"ECK2180,ndpA"
2302,yejL,protein_coding,ECK2181
2303,yejM,protein_coding,"ECK2182,pbgA,yejN"
2304,proL,tRNA,"ECK2183,proW"
2305,yejO,pseudogene,ECK2184
2306,insH8,protein_coding,"ECK0261,trs5-8,yi52_8"
2307,narP,protein_coding,ECK2185
2308,ccmH,protein_coding,"ECK2186,yejP"
2309,ccmG,protein_coding,"dsbE,ECK2187,yejQ"
2310,ccmF,protein_coding,"ECK2188,yejR"
2311,ccmE,protein_coding,"ECK2189,yejS"
2312,ccmD,protein_coding,"ECK2190,yojM"
2313,ccmC,protein_coding,"ECK2191,yejT,yejU"
2314,ccmB,protein_coding,"ECK2192,yejV"
2315,ccmA,protein_coding,"ECK2193,yejW"
2316,napC,protein_coding,"ECK2194,yejX"
2317,napB,protein_coding,"ECK2195,yejY"
2318,napH,protein_coding,"ECK2196,yejZ"
2319,napG,protein_coding,"ECK2197,yojA,yojB"
2320,napA,protein_coding,"ECK2198,yojC,yojD,yojE"
2321,napD,protein_coding,"ECK2199,yojF"
2322,napF,protein_coding,"ECK2200,yojG"
2323,yojO,protein_coding,ECK4413
2324,eco,protein_coding,"ECK2201,eti"
2325,mqo,protein_coding,"ECK2202,yojH"
2326,yojI,protein_coding,"ECK2203,yojJ"
2327,alkB,protein_coding,"aidD,ECK2204"
2328,ada,protein_coding,ECK2205
2329,ftp,protein_coding,"apbE,ECK2206,yojK,yojL"
2330,ompC,protein_coding,"ECK2207,meoA,par"
2331,micF,ncRNA,"ECK2208,stc"
2332,rcsD,protein_coding,"ECK2209,yojN,yojP,yojQ"
2333,rcsB,protein_coding,ECK2210
2334,rcsC,protein_coding,ECK2211
2335,atoS,protein_coding,ECK2212
2336,atoC,protein_coding,ECK2213
2337,atoD,protein_coding,ECK2214
2338,atoA,protein_coding,ECK2215
2339,atoE,protein_coding,ECK2216
2340,atoB,protein_coding,ECK2217
2341,yfaP,protein_coding,ECK2218
2342,yfaQ,protein_coding,ECK2219
2343,yfaS,pseudogene,"b2227,b2228,ECK2220,yfaR"
2344,yfaT,protein_coding,ECK2221
2345,yfaA,protein_coding,"ECK2222,pufY"
2346,gyrA,protein_coding,"ECK2223,hisW,nalA,nfxA,norA,parD"
2347,ubiG,protein_coding,"ECK2224,pufX,yfaB"
2348,yfaL,protein_coding,"ECK2225,yfaF,yfaJ,yfaK"
2349,ypaB,protein_coding,ECK4414
2350,nrdA,protein_coding,"dnaF,ECK2226"
2351,yoaM,protein_coding,ECK4636
2352,nrdB,protein_coding,"ECK2227,ftsB"
2353,yfaE,protein_coding,ECK2228
2354,inaA,protein_coding,"ECK2229,yfaG"
2355,yfaH,pseudogene,ECK2230
2356,glpQ,protein_coding,ECK2231
2357,glpT,protein_coding,ECK2232
2358,glpA,protein_coding,ECK2233
2359,glpB,protein_coding,"ECK2234,psi-51"
2360,glpC,protein_coding,ECK2235
2361,rpnE,protein_coding,"ECK2236,yfaD"
2362,ypaA,pseudogene,ECK2237
2363,yfaU,protein_coding,ECK2238
2364,yfaV,protein_coding,ECK2239
2365,rhmD,protein_coding,"ECK2240,yfaW"
2366,yfaX,protein_coding,ECK2241
2367,yfaY,protein_coding,ECK2242
2368,yfaZ,protein_coding,ECK2243
2369,nudI,protein_coding,"ECK2244,yfaO"
2370,ais,protein_coding,"ECK2245,pagH,pmrG"
2371,arnB,protein_coding,"ECK2246,pmrH,yfbE"
2372,arnC,protein_coding,"ECK2247,pmrF,yfbF"
2373,arnA,protein_coding,"ECK2248,pmrI,SAF,yfbG"
2374,arnD,protein_coding,"ECK2249,pmrJ,yfbH"
2375,arnT,protein_coding,"ECK2250,pmrK,yfbI"
2376,arnE,protein_coding,"ECK2251,yfbW"
2377,arnF,protein_coding,"ECK2252,yfbJ"
2378,pmrD,protein_coding,ECK2253
2379,menE,protein_coding,ECK2254
2380,menC,protein_coding,ECK2255
2381,menB,protein_coding,ECK2256
2382,menH,protein_coding,"ECK2257,yfbB"
2383,menD,protein_coding,ECK2258
2384,menF,protein_coding,"ECK2259,yfbA"
2385,elaB,protein_coding,"ECK2260,yfbD"
2386,elaA,protein_coding,"ECK2261,yfbC"
2387,rbn,protein_coding,"ECK2262,ecoZ,elaC,rnz,zipD"
2388,elaD,protein_coding,ECK2263
2389,yfbK,protein_coding,ECK2264
2390,yfbL,protein_coding,ECK2265
2391,yfbM,protein_coding,ECK2266
2392,yfbN,protein_coding,ECK2267
2393,yfbO,protein_coding,ECK2268
2394,yfbP,protein_coding,ECK2269
2395,nuoN,protein_coding,ECK2270
2396,nuoM,protein_coding,"ECK2271,nuoA"
2397,nuoL,protein_coding,ECK2272
2398,nuoK,protein_coding,ECK2273
2399,nuoJ,protein_coding,ECK2274
2400,nuoI,protein_coding,ECK2275
2401,nuoH,protein_coding,ECK2276
2402,nuoG,protein_coding,ECK2277
2403,nuoF,protein_coding,ECK2278
2404,nuoE,protein_coding,ECK2279
2405,nuoC,protein_coding,"ECK2280,nuoD"
2406,nuoB,protein_coding,ECK2281
2407,nuoA,protein_coding,ECK2282
2408,lrhA,protein_coding,"ECK2283,genR"
2409,alaA,protein_coding,"ECK2284,yfbQ"
2410,yfbR,protein_coding,ECK2285
2411,yfbS,protein_coding,ECK2286
2412,hxpA,protein_coding,"ECK2287,yfbT"
2413,yfbU,protein_coding,ECK2288
2414,yfbV,protein_coding,ECK2289
2415,ackA,protein_coding,ECK2290
2416,pta,protein_coding,ECK2291
2417,yfcC,protein_coding,ECK2292
2418,yfcD,protein_coding,ECK2293
2419,yfcE,protein_coding,ECK2294
2420,yfcF,protein_coding,ECK2295
2421,yfcG,protein_coding,ECK2296
2422,folX,protein_coding,ECK2297
2423,yfcH,protein_coding,ECK2298
2424,rpnB,protein_coding,"ECK2299,yfcI"
2425,hisP,protein_coding,ECK2300
2426,hisM,protein_coding,ECK2301
2427,hisQ,protein_coding,ECK2302
2428,hisJ,protein_coding,ECK2303
2429,argT,protein_coding,ECK2304
2430,ubiX,protein_coding,"dedF,ECK2305"
2431,purF,protein_coding,"ade,ade(ub),ECK2306,purC"
2432,cvpA,protein_coding,"dedE,ECK2307"
2433,dedD,protein_coding,ECK2308
2434,folC,protein_coding,"dedC,ECK2309"
2435,accD,protein_coding,"dedB,ECK2310,usg"
2436,dedA,protein_coding,ECK2311
2437,truA,protein_coding,"asuC,ECK2312,hisT,leuK"
2438,usg,protein_coding,"ECK2313,usg-1"
2439,pdxB,protein_coding,"ECK2314,usg-2"
2440,flk,protein_coding,"div,ECK2315"
2441,yfcJ,protein_coding,ECK2316
2442,fabB,protein_coding,"ECK2317,fabC"
2443,mnmC,protein_coding,"ECK2318,trmC,yfcK"
2444,yfcL,protein_coding,ECK2319
2445,epmC,protein_coding,"ECK2320,yfcM"
2446,yfcA,protein_coding,ECK2321
2447,mepA,protein_coding,ECK2322
2448,aroC,protein_coding,ECK2323
2449,prmB,protein_coding,"ECK2324,yfcB"
2450,smrB,protein_coding,"ECK2325,yfcN"
2451,yfcO,protein_coding,ECK2326
2452,yfcP,protein_coding,ECK2327
2453,yfcQ,protein_coding,ECK2328
2454,yfcR,protein_coding,ECK2329
2455,yfcS,protein_coding,ECK2330
2456,yfcU,pseudogene,"b2337,b2338,ECK2331,ECK2332,yfcT"
2457,yfcV,protein_coding,ECK2333
2458,sixA,protein_coding,"ECK2334,yfcW"
2459,fadJ,protein_coding,"ECK2335,yfcX"
2460,fadI,protein_coding,"ECK2336,yfcY"
2461,yfcZ,protein_coding,ECK2337
2462,fadL,protein_coding,"ECK2338,ttr"
2463,yfdF,protein_coding,ECK2339
2464,mlaA,protein_coding,"ECK2340,vacJ"
2465,yfdC,protein_coding,ECK2341
2466,argW,tRNA,ECK2342
2467,intS,protein_coding,"ECK2343,intC,yfdB"
2468,yfdG,protein_coding,"ECK2344,gtrA"
2469,yfdH,protein_coding,"ECK2345,gtrB"
2470,yfdI,protein_coding,"ECK2346,gtrIV,gtrS"
2471,yodE,protein_coding,ECK4637
2472,tfaS,pseudogene,"ECK2347,yfdJ"
2473,yfdK,protein_coding,ECK2348
2474,yfdL,pseudogene,ECK2349
2475,yfdM,protein_coding,"ECK2350,yzyB"
2476,yfdN,protein_coding,"ECK2351,yzyA"
2477,yfdO,protein_coding,"ECK2352,oweS"
2478,yfdP,protein_coding,ECK2353
2479,yfdQ,protein_coding,ECK2354
2480,yfdR,protein_coding,ECK2355
2481,yfdS,protein_coding,ECK2356
2482,yfdT,protein_coding,ECK2357
2483,ypdJ,protein_coding,ECK2358
2484,torI,protein_coding,ECK2359
2485,pawZ,pseudogene,ECK4464
2486,dsdC,protein_coding,ECK2360
2487,dsdX,protein_coding,"dsdC,ECK2361,yfdA,yfdD"
2488,dsdA,protein_coding,ECK2362
2489,emrY,protein_coding,ECK2363
2490,emrK,protein_coding,ECK2364
2491,evgL,protein_coding,ECK4638
2492,evgA,protein_coding,ECK2365
2493,evgS,protein_coding,ECK2366
2494,yfdE,protein_coding,ECK2367
2495,yfdV,protein_coding,ECK2368
2496,oxc,protein_coding,"ECK2369,yfdU"
2497,frc,protein_coding,"ECK2370,yfdW"
2498,yfdX,protein_coding,ECK2371
2499,ypdI,protein_coding,ECK2372
2500,yfdY,protein_coding,ECK2373
2501,lpxP,protein_coding,"ddg,ECK2374"
2502,ypdK,protein_coding,ECK4495
2503,alaC,protein_coding,"ECK2375,yfdZ"
2504,pyrS,protein_coding,"ECK2376,ypdA"
2505,pyrR,protein_coding,"ECK2377,ypdB"
2506,ypdC,protein_coding,ECK2378
2507,fryA,protein_coding,"ECK2379,ypdD"
2508,ypdE,protein_coding,ECK2380
2509,ypdF,protein_coding,ECK2381
2510,fryC,protein_coding,"ECK2382,ypdG"
2511,fryB,protein_coding,"ECK2383,ypdH"
2512,glk,protein_coding,ECK2384
2513,yfeO,protein_coding,ECK2385
2514,ypeC,protein_coding,ECK2386
2515,mntH,protein_coding,"ECK2387,mntA,yfeP"
2516,nupC,protein_coding,"cru,ECK2388"
2517,insL3,protein_coding,"ECK0016,yi81-3"
2518,pdeA,protein_coding,"ECK2389,yfeA"
2519,alaX,tRNA,"alaWbeta,ECK2390"
2520,alaW,tRNA,"alaWalpha,ECK2391"
2521,yfeC,protein_coding,ECK2392
2522,yfeD,protein_coding,ECK2393
2523,gltX,protein_coding,"ECK2394,gltM,gluRS"
2524,valU,tRNA,"ECK2395,valUalpha"
2525,valX,tRNA,"ECK2396,valU-beta,valUbeta"
2526,valY,tRNA,"ECK2397,valUgamma"
2527,lysV,tRNA,"ECK2398,supN"
2528,xapR,protein_coding,"ECK2399,pndR,pRndR,yfeB"
2529,xapB,protein_coding,ECK2400
2530,xapA,protein_coding,"ECK2401,pndA"
2531,yfeN,protein_coding,ECK2402
2532,yfeR,protein_coding,ECK2403
2533,yfeH,protein_coding,ECK2404
2534,ypeB,protein_coding,ECK2405
2535,ligA,protein_coding,"dnaL,ECK2406,lig,lop,pdeC"
2536,zipA,protein_coding,ECK2407
2537,cysZ,protein_coding,ECK2408
2538,cysK,protein_coding,"ECK2409,ssi5"
2539,ptsH,protein_coding,"ctr,ECK2410,hpr"
2540,ptsI,protein_coding,"ctr,ECK2411"
2541,crr,protein_coding,"ECK2412,gsr,iex,tgs,treD"
2542,pdxK,protein_coding,"ECK2413,pdxL,thiJ,yfeI"
2543,yfeK,protein_coding,ECK2414
2544,yfeS,protein_coding,ECK2415
2545,cysM,protein_coding,ECK2416
2546,cysA,protein_coding,ECK2417
2547,cysW,protein_coding,ECK2418
2548,cysU,protein_coding,"cysT,ECK2419"
2549,cysP,protein_coding,ECK2420
2550,ucpA,protein_coding,"ECK2421,yfeF"
2551,murR,protein_coding,"ECK2422,yfeT"
2552,murQ,protein_coding,"ECK2423,yfeU"
2553,murP,protein_coding,"ECK2424,yfeV"
2554,yfeW,protein_coding,ECK2425
2555,yfeX,protein_coding,ECK2426
2556,yfeY,protein_coding,ECK2427
2557,yfeZ,protein_coding,ECK2428
2558,ypeA,protein_coding,ECK2429
2559,amiA,protein_coding,"ECK2430,yfeE"
2560,hemF,protein_coding,"ECK2431,popB,sec"
2561,eutR,protein_coding,"ECK2432,yfeG"
2562,eutK,protein_coding,"ECK2433,yffI"
2563,eutL,protein_coding,"ECK2434,yffJ"
2564,eutC,protein_coding,ECK2435
2565,eutB,protein_coding,ECK2436
2566,intZ,protein_coding,ECK2437
2567,yffL,protein_coding,ECK2438
2568,yffM,protein_coding,ECK2439
2569,yffN,protein_coding,ECK2440
2570,yffO,protein_coding,ECK2441
2571,yffP,protein_coding,ECK2442
2572,yffQ,protein_coding,ECK2443
2573,yffR,protein_coding,ECK2444
2574,yffS,protein_coding,ECK2445
2575,eutA,protein_coding,"ECK2446,yffT"
2576,eutH,protein_coding,"ECK2447,yffU"
2577,eutG,protein_coding,"ECK2448,yffV"
2578,eutJ,protein_coding,"ECK2449,yffW"
2579,eutE,protein_coding,"ECK2450,yffX"
2580,eutN,protein_coding,"cchB,ECK2451,yffY"
2581,eutM,protein_coding,"cchA,ECK2452,yffZ"
2582,eutD,protein_coding,"ECK2453,eutI,ypfA"
2583,eutT,protein_coding,"ECK2454,ypfB"
2584,eutQ,protein_coding,"ECK2455,ypfC"
2585,eutP,protein_coding,"ECK2456,ypfD"
2586,eutS,protein_coding,"ECK2457,ypfE"
2587,maeB,protein_coding,"ECK2458,ypfF"
2588,talA,protein_coding,ECK2459
2589,tktB,protein_coding,ECK2460
2590,ypfG,protein_coding,ECK2461
2591,nudK,protein_coding,"ECK2462,yffH"
2592,aegA,protein_coding,"ECK2463,yffG"
2593,narQ,protein_coding,ECK2464
2594,acrD,protein_coding,"ECK2465,yffA"
2595,ypfM,protein_coding,ECK4415
2596,yffB,protein_coding,ECK2466
2597,dapE,protein_coding,"ECK2467,msgB"
2598,ypfN,protein_coding,ECK2468
2599,ypfH,protein_coding,ECK2469
2600,tmcA,protein_coding,"ECK2470,ypfI"
2601,ypfJ,protein_coding,ECK2471
2602,purC,protein_coding,"ade,ade(g),ECK2472"
2603,bamC,protein_coding,"dapX,ECK2473,nlpB"
2604,dapA,protein_coding,ECK2474
2605,gcvR,protein_coding,"ECK2475,yffD"
2606,bcp,protein_coding,ECK2476
2607,hyfA,protein_coding,"ECK2477,yffE"
2608,hyfB,protein_coding,"ECK2478,yffF"
2609,hyfC,protein_coding,ECK2479
2610,hyfD,protein_coding,ECK2480
2611,hyfE,protein_coding,ECK2481
2612,hyfF,protein_coding,ECK2482
2613,hyfG,protein_coding,ECK2483
2614,hyfH,protein_coding,ECK2484
2615,hyfI,protein_coding,ECK2485
2616,hyfJ,protein_coding,ECK2486
2617,hyfR,protein_coding,ECK2487
2618,focB,protein_coding,ECK2488
2619,yfgO,protein_coding,"ECK2489,perM"
2620,bepA,protein_coding,"ECK2490,yfgC"
2621,yfgD,protein_coding,ECK2491
2622,hda,protein_coding,"ECK2492,idaB,yfgE"
2623,uraA,protein_coding,ECK2493
2624,upp,protein_coding,"ECK2494,uraP"
2625,purM,protein_coding,"ECK2495,purG,purI"
2626,purN,protein_coding,"ade,ade(c),ECK2496"
2627,ppk,protein_coding,ECK2497
2628,ppx,protein_coding,ECK2498
2629,pdeF,protein_coding,"ECK2499,yfgF"
2630,yfgG,protein_coding,ECK2500
2631,yfgH,protein_coding,ECK2501
2632,yfgI,protein_coding,ECK2502
2633,guaA,protein_coding,ECK2503
2634,guaB,protein_coding,"ECK2504,guaR"
2635,xseA,protein_coding,"ECK2505,xse"
2636,yfgJ,protein_coding,ECK2506
2637,der,protein_coding,"ECK2507,engA,yfgK"
2638,bamB,protein_coding,"ECK2508,yfgL"
2639,yfgM,protein_coding,ECK2509
2640,hisS,protein_coding,ECK2510
2641,sroE,ncRNA,"ECK4618,k20"
2642,ispG,protein_coding,"ECK2511,gcpE"
2643,rodZ,protein_coding,"ECK2512,yfgA"
2644,rlmN,protein_coding,"ECK2513,yfgB"
2645,ndk,protein_coding,ECK2514
2646,pbpC,protein_coding,"ECK2515,yfgN"
2647,yfhM,protein_coding,ECK2516
2648,sseA,protein_coding,"ECK2517,mstA"
2649,ryfA,ncRNA,"ECK2518,PAIR3b,tp1"
2650,sseB,protein_coding,ECK2519
2651,pepB,protein_coding,"ECK2520,yfhI"
2652,iscX,protein_coding,"ECK2521,yfhJ"
2653,fdx,protein_coding,ECK2522
2654,hscA,protein_coding,"ECK2523,hsc"
2655,hscB,protein_coding,"ECK2524,yfhE"
2656,iscA,protein_coding,"ECK2525,yfhF"
2657,iscU,protein_coding,"ECK2526,nifU,yfhN"
2658,iscS,protein_coding,"ECK2527,nuvC,yfhO,yzzO"
2659,iscR,protein_coding,"ECK2528,yfhP"
2660,trmJ,protein_coding,"ECK2529,yfhQ"
2661,suhB,protein_coding,"ECK2530,ssyA"
2662,yfhR,protein_coding,ECK2531
2663,csiE,protein_coding,"csi-16,ECK2532"
2664,hcaT,protein_coding,"ECK2533,yfhS"
2665,hcaR,protein_coding,"ECK2534,phdR,yfhT"
2666,iroK,protein_coding,ECK4518
2667,hcaE,protein_coding,"digA,ECK2535,hcaA,hcaA1,phdC1,yfhU"
2668,hcaF,protein_coding,"digB,ECK2536,hcaA,hcaA2,hcaB,phdC2,yfhV"
2669,hcaC,protein_coding,"ECK2537,hcaa3,phdB,yfhW"
2670,hcaB,protein_coding,"ECK2538,phdD,yfhX"
2671,hcaD,protein_coding,"ECK2539,hcaa4,phdA,yfhY"
2672,yphA,protein_coding,ECK2540
2673,yphB,protein_coding,ECK2541
2674,yphC,protein_coding,ECK2542
2675,yphD,protein_coding,ECK2543
2676,yphE,protein_coding,ECK2544
2677,yphF,protein_coding,ECK2545
2678,yphG,protein_coding,ECK2546
2679,yphH,protein_coding,ECK2547
2680,glyA,protein_coding,ECK2548
2681,hmp,protein_coding,"ECK2549,fsrB,hmpA"
2682,glnB,protein_coding,ECK2550
2683,glrR,protein_coding,"ECK2551,qseF,yfhA"
2684,qseG,protein_coding,"ECK2552,yfhG"
2685,glrK,protein_coding,"ECK2553,qseE,yfhK,yfhZ"
2686,glmY,ncRNA,"ECK2554,sroF,tke1"
2687,purL,protein_coding,"ECK2555,purI"
2688,mltF,protein_coding,"ECK2556,yfhD"
2689,tadA,protein_coding,"ECK2557,yfhC"
2690,pgpC,protein_coding,"ECK2558,yfhB"
2691,yfhH,protein_coding,ECK2559
2692,yfhL,protein_coding,ECK2560
2693,shoB,protein_coding,"b4681,ECK4502,ryfB,yphI"
2694,ohsC,ncRNA,"ECK4417,ryfC"
2695,acpS,protein_coding,"dpj,ECK2561"
