,gene,biotype,synonym
3855,yidI,protein_coding,ECK3668
3856,yidJ,protein_coding,ECK3669
3857,yidK,protein_coding,ECK3670
3858,yidL,protein_coding,ECK3671
3859,ysdC,pseudogene,ECK3672
3860,glvG,protein_coding,"ECK3673,yidM"
3861,glvB,protein_coding,"ECK3674,yidN,yidO"
3862,glvC,protein_coding,"ECK3675,ptiC"
3863,yidP,protein_coding,ECK3676
3864,yidE,protein_coding,"ECK3677,yibE"
3865,ibpB,protein_coding,"ECK3678,hslS,htpE"
3866,ibpA,protein_coding,"ECK3679,hslT,htpN"
3867,yidQ,protein_coding,"ecfI,ECK3680"
3868,yidR,protein_coding,ECK3681
3869,cbrA,protein_coding,"ECK3682,yidS"
3870,dgoT,protein_coding,"ECK3683,yidT"
3871,dgoD,protein_coding,"b3692,ECK3684,yidU"
3872,dgoA,protein_coding,"b3692,ECK3685,yidU"
3873,dgoK,protein_coding,"ECK3686,yidV"
3874,dgoR,protein_coding,"b3694,b3695,ECK3687,yidW"
3875,yidX,protein_coding,ECK3688
3876,yidA,protein_coding,ECK3689
3877,yidB,protein_coding,ECK3690
3878,gyrB,protein_coding,"acrB,cou,Cou,ECK3691,himB,hisU,hopA,nalC,parA,pcbA,pcpA"
3879,recF,protein_coding,"ECK3692,uvrF"
3880,dnaN,protein_coding,ECK3693
3881,dnaA,protein_coding,ECK3694
3882,ysdD,protein_coding,ECK4614
3883,rpmH,protein_coding,"ECK3695,rimA,ssaF"
3884,rnpA,protein_coding,ECK3696
3885,yidD,protein_coding,ECK3697
3886,yidC,protein_coding,ECK3698
3887,mnmE,protein_coding,"ECK3699,thdF,trmE"
3888,tnaC,protein_coding,"ECK3700,tnaL"
3889,tnaA,protein_coding,"ECK3701,ind,tnaR"
3890,tnaB,protein_coding,"ECK3702,tnaP,trpP"
3891,mdtL,protein_coding,"ECK3703,yidY"
3892,yidZ,protein_coding,ECK3704
3893,yieE,protein_coding,ECK3705
3894,yieF,protein_coding,"chrR,ECK3706"
3895,adeP,protein_coding,"ECK3707,purP,yieG"
3896,yieH,protein_coding,ECK3708
3897,cbrB,protein_coding,"ECK3709,yieI"
3898,cbrC,protein_coding,"ECK3710,yieJ"
3899,yieK,protein_coding,ECK3711
3900,yieL,protein_coding,ECK3712
3901,bglH,protein_coding,"ECK3713,yieC"
3902,bglB,protein_coding,"blgA,ECK3714"
3903,bglF,protein_coding,"bglS,ECK3715"
3904,bglG,protein_coding,"bglC,ECK3716"
3905,phoU,protein_coding,"ECK3717,phoT,pst"
3906,pstB,protein_coding,"ECK3718,phoT"
3907,pstA,protein_coding,"ECK3719,phoR2,phoR2b,phoT,R2pho"
3908,pstC,protein_coding,"ECK3720,phoW"
3909,pstS,protein_coding,"ECK3721,nmpA,phoR2a,phoS,R2pho,T"
3910,glmS,protein_coding,ECK3722
3911,glmU,protein_coding,"ECK3723,yieA"
3912,atpC,protein_coding,"ECK3724,papG,uncC"
3913,atpD,protein_coding,"ECK3725,papB,uncD"
3914,atpG,protein_coding,"ECK3726,papC,uncG"
3915,atpA,protein_coding,"ECK3727,papA,uncA"
3916,atpH,protein_coding,"ECK3728,papE,uncH"
3917,atpF,protein_coding,"ECK3729,papF,uncF"
3918,atpE,protein_coding,"ECK3730,papH,uncE"
3919,atpB,protein_coding,"ECK3731,papD,uncB"
3920,atpI,protein_coding,"ECK3732,uncI"
3921,rsmG,protein_coding,"ECK3733,gidB"
3922,mnmG,protein_coding,"ECK3734,gidA,trmF"
3923,mioC,protein_coding,"ECK3736,yieB"
3924,asnC,protein_coding,ECK3737
3925,asnA,protein_coding,ECK3738
3926,viaA,protein_coding,"ECK3739,yieD,yieD_1,yieD_2,yieM"
3927,ravA,protein_coding,"ECK3740,yieN"
3928,kup,protein_coding,"ECK3741,trkD"
3929,rbsD,protein_coding,"ECK3742,rbsP"
3930,rbsA,protein_coding,"ECK3743,rbsP,rbsT"
3931,rbsC,protein_coding,"ECK3744,rbsP,rbsT"
3932,rbsB,protein_coding,"ECK3745,prlB,rbsP"
3933,rbsK,protein_coding,ECK3746
3934,rbsR,protein_coding,ECK3747
3935,hsrA,protein_coding,"ECK3748,yieO"
3936,yieP,protein_coding,ECK3749
3937,rrsC,rRNA,ECK3750
3938,gltU,tRNA,"ECK3751,tgtC"
3939,rrlC,rRNA,ECK3752
3940,rrfC,rRNA,ECK3753
3941,aspT,tRNA,"ECK3754,tasC"
3942,trpT,tRNA,"ECK3755,su7,su8,su9,supU,supV"
3943,hdfR,protein_coding,"b3762,b3763,ECK3756,yifA,yifD"
3944,maoP,protein_coding,"ECK3757,yifE"
3945,yifB,protein_coding,ECK3758
3946,ilvL,protein_coding,ECK3759
3947,ilvX,protein_coding,ECK4484
3948,ilvG,pseudogene,"b3767,b3768,ECK3760,ilvO"
3949,ilvM,protein_coding,ECK3761
3950,ilvE,protein_coding,ECK3762
3951,ilvD,protein_coding,ECK3763
3952,ilvA,protein_coding,"ECK3764,ile"
3953,ilvY,protein_coding,ECK3765
3954,ilvC,protein_coding,ECK3766
3955,ppiC,protein_coding,"ECK3767,parvA"
3956,yifN,pseudogene,"ECK3768,ECK3769,yifO"
3957,rep,protein_coding,"dasC,ECK3770,mbrA,mmrA"
3958,gpp,protein_coding,"ECK3771,gppA"
3959,rhlB,protein_coding,"ECK3772,mmrA"
3960,trxA,protein_coding,"dasC,ECK3773,fipA,tsnC"
3961,rhoL,protein_coding,ECK3774
3962,rho,protein_coding,"ECK3775,nitA,nusD,psu,psuA,rnsC,sbaA,sun,tsu"
3963,rfe,protein_coding,"ECK3776,wecA"
3964,wzzE,protein_coding,"ECK3777,metNSt,wzz,yifC"
3965,wecB,protein_coding,"ECK3778,mnaA,nfrC,rffE,yifF"
3966,wecC,protein_coding,"ECK3779,mnaB,rff,rffD"
3967,rffG,protein_coding,"ECK3780,rff"
3968,rffH,protein_coding,"ECK3781,yifG"
3969,rffC,protein_coding,"ECK3782,rff,wecD,yifH"
3970,wecE,protein_coding,"ECK3783,fcnA,rff,rffA,yifI"
3971,wzxE,protein_coding,"ECK3784,wzx,yifJ"
3972,wecF,protein_coding,"b4404,b4405,ECK3785,rff,rffT,yifM"
3973,wzyE,protein_coding,"ECK3786,rffT"
3974,rffM,protein_coding,"ECK3787,rff,wecG"
3975,yifK,protein_coding,ECK3788
3976,argX,tRNA,ECK3789
3977,hisR,tRNA,"ECK3790,hisT"
3978,leuT,tRNA,ECK3791
3979,proM,tRNA,"ECK3792,proU"
3980,aslB,protein_coding,"atsB,ECK3793,gppB"
3981,aslA,protein_coding,"atsA,ECK3794,gppB"
3982,glmZ,ncRNA,"ECK3795,k19,psrA20,ryiA,sraJ"
3983,hemY,protein_coding,ECK3796
3984,hemX,protein_coding,ECK3797
3985,hemD,protein_coding,ECK3798
3986,hemC,protein_coding,"ECK3799,popE"
3987,cyaA,protein_coding,"cya,ECK3800"
3988,cyaY,protein_coding,ECK3801
3989,yzcX,protein_coding,ECK3802
3990,yifL,protein_coding,ECK3803
3991,dapF,protein_coding,ECK3804
3992,yigA,protein_coding,ECK3805
3993,xerC,protein_coding,ECK3806
3994,yigB,protein_coding,ECK3807
3995,uvrD,protein_coding,"dar-2,dda,ECK3808,mutU,pdeB,rad,recL,srjC,uvr502,uvrE"
3996,yigE,protein_coding,"b3814,b3815,ECK3809"
3997,ysgD,protein_coding,ECK4656
3998,corA,protein_coding,ECK3810
3999,yigF,protein_coding,ECK3811
4000,yigG,protein_coding,ECK3812
4001,rarD,protein_coding,"ECK3813,yigH"
4002,yigI,protein_coding,ECK3814
4003,pldA,protein_coding,ECK3815
4004,recQ,protein_coding,ECK3816
4005,rhtC,protein_coding,"ECK3817,yigJ"
4006,rhtB,protein_coding,"ECK3818,yigK"
4007,pldB,protein_coding,ECK3819
4008,yigL,protein_coding,ECK3820
4009,bioP,protein_coding,"ECK3821,yigM"
4010,metR,protein_coding,ECK3822
4011,metE,protein_coding,"ECK3823,metB12"
4012,ysgA,protein_coding,ECK3824
4013,udp,protein_coding,ECK3825
4014,rmuC,protein_coding,"ECK3826,yigN"
4015,ubiE,protein_coding,"ECK3827,yigO"
4016,ubiJ,protein_coding,"ECK3828,yigP"
4017,esrE,ncRNA,ECK4519
4018,ubiB,protein_coding,"aarF,ECK3829,yigQ,yigR,yigS"
4019,tatA,protein_coding,"ECK3830,mttA1,yigT"
4020,tatB,protein_coding,"ECK3831,mttA2,ysgB"
4021,tatC,protein_coding,"ECK3832,mttB,yigU,yigV"
4022,tatD,protein_coding,"b3840,b3841,ECK3833,mttC,yigW,yigX"
4023,rfaH,protein_coding,"ECK3834,hlyT,sfrB"
4024,ubiD,protein_coding,"ECK3835,yigC,yigY"
4025,fre,protein_coding,"ECK3836,fadI,flrD,fsrC"
4026,fadA,protein_coding,"ECK3837,oldA"
4027,fadB,protein_coding,"ECK3838,oldB"
4028,pepQ,protein_coding,ECK3839
4029,yigZ,protein_coding,ECK3840
4030,trkH,protein_coding,ECK3841
4031,hemG,protein_coding,"ECK3842,yihB"
4032,rrsA,rRNA,ECK3843
4033,ileT,tRNA,"ECK3844,tilA"
4034,alaT,tRNA,"ECK3845,talA"
4035,rrlA,rRNA,ECK3846
4036,rrfA,rRNA,ECK3847
4037,mobB,protein_coding,"ECK3848,yihC"
4038,mobA,protein_coding,"chlB,ECK3849,mob,narB"
4039,yihD,protein_coding,ECK3850
4040,srkA,protein_coding,"ECK3851,orfA,yihE"
4041,dsbA,protein_coding,"dsf,ECK3852,iarA,ppfA"
4042,yihF,protein_coding,ECK3853
4043,yihG,protein_coding,ECK3854
4044,polA,protein_coding,"ECK3855,resA"
4045,spf,ncRNA,ECK3856
4046,yihA,protein_coding,"ECK3857,engB"
4047,csrC,ncRNA,"ECK3858,IS198,psrA21,ryiB,sraK,tpk2"
4048,yihI,protein_coding,ECK3859
4049,hemN,protein_coding,"ECK3860,yihJ"
4050,yshB,protein_coding,ECK4501
4051,glnG,protein_coding,"ECK3861,glnT,ntrC"
4052,glnL,protein_coding,"ECK3862,glnR,ntrB"
4053,glnA,protein_coding,ECK3863
4054,bipA,protein_coding,"ECK3864,typA,yihK"
4055,yihL,protein_coding,ECK3865
4056,yihM,protein_coding,ECK3866
4057,yihN,protein_coding,ECK3867
4058,ompL,protein_coding,"ECK3868,yshA"
4059,yihO,protein_coding,"ECK3869,squO"
4060,yihP,protein_coding,ECK3870
4061,yihQ,protein_coding,"ECK3871,squQ"
4062,yihR,protein_coding,"ECK3872,squR"
4063,yihS,protein_coding,"ECK3873,squS"
4064,yihT,protein_coding,"ECK3874,squT"
4065,yihU,protein_coding,"ECK3875,squU"
4066,yihV,protein_coding,"ECK3876,squV"
4067,csqR,protein_coding,"ECK3877,yihW"
4068,yihX,protein_coding,ECK3878
4069,yihY,protein_coding,"ECK3879,rbn"
4070,dtd,protein_coding,"ECK3880,yihZ"
4071,fabY,protein_coding,"ECK3881,yiiD"
4072,yiiE,protein_coding,ECK3882
4073,yiiF,protein_coding,ECK3883
4074,fdhE,protein_coding,ECK3884
4075,fdoI,protein_coding,ECK3885
4076,fdoH,protein_coding,ECK3886
4077,fdoG,protein_coding,ECK3887
4078,fdhD,protein_coding,ECK3888
4079,yiiG,protein_coding,ECK3889
4080,frvR,protein_coding,"ECK3890,yiiH"
4081,frvX,protein_coding,"ECK3891,yiiI"
4082,frvB,protein_coding,"ECK3892,yiiJ"
4083,frvA,protein_coding,"ECK3893,yiiK"
4084,rhaM,protein_coding,"ECK3894,yiiL"
4085,rhaD,protein_coding,ECK3895
4086,rhaA,protein_coding,ECK3896
4087,rhaB,protein_coding,ECK3897
4088,rhaS,protein_coding,"ECK3898,rhaC2"
4089,rhaR,protein_coding,"ECK3899,rhaC1"
4090,rhaT,protein_coding,ECK3900
4091,sodA,protein_coding,ECK3901
4092,kdgT,protein_coding,ECK3902
4093,yiiM,protein_coding,ECK3903
4094,cpxA,protein_coding,"ecf,ecfB,ECK3904,eup,rssE,ssd"
4095,cpxR,protein_coding,"ECK3905,yiiA"
4096,cpxP,protein_coding,"b3913,ECK3906,yiiO"
4097,cpxQ,ncRNA,ECK4573
4098,fieF,protein_coding,"ECK3907,yiiP"
4099,pfkA,protein_coding,ECK3908
4100,sbp,protein_coding,ECK3909
4101,cdh,protein_coding,ECK3910
4102,tpiA,protein_coding,"ECK3911,tpi"
4103,yiiQ,protein_coding,ECK3912
4104,yiiR,protein_coding,ECK3913
4105,yiiS,protein_coding,ECK3914
4106,uspD,protein_coding,"ECK3915,yiiT"
4107,fpr,protein_coding,"ECK3916,flxR,mvrA"
4108,glpX,protein_coding,ECK3917
4109,glpK,protein_coding,ECK3918
4110,glpF,protein_coding,ECK3919
4111,zapB,protein_coding,"ECK3920,yiiU"
4112,rraA,protein_coding,"ECK3921,menG,yiiV"
4113,menA,protein_coding,"ECK3922,yiiW"
4114,hslU,protein_coding,"clpY,ECK3923,htpI"
4115,hslV,protein_coding,"clpQ,ECK3924,htpO,yiiC"
4116,ftsN,protein_coding,"ECK3925,msgA"
4117,cytR,protein_coding,ECK3926
4118,priA,protein_coding,"ECK3927,srgA"
4119,rpmE,protein_coding,ECK3928
4120,yiiX,protein_coding,ECK3929
4121,metJ,protein_coding,ECK3930
4122,metB,protein_coding,"ECK3931,met-1"
4123,metL,protein_coding,"ECK3932,metM"
4124,metF,protein_coding,ECK3933
4125,katG,protein_coding,ECK3934
4126,yijE,protein_coding,ECK3935
4127,yijF,protein_coding,ECK3936
4128,gldA,protein_coding,ECK3937
4129,fsaB,protein_coding,"ECK3938,talC,yijG"
4130,ptsA,protein_coding,"ECK3939,frwA,pt1A,yijH"
4131,frwC,protein_coding,"ECK3940,yijJ"
4132,frwB,protein_coding,"ECK3941,yijK"
4133,pflD,protein_coding,"ECK3942,yijL"
4134,pflC,protein_coding,"ECK3943,yijM"
4135,frwD,protein_coding,"ECK3944,yijN"
4136,yijO,protein_coding,ECK3945
4137,eptC,protein_coding,"ECK3946,yijP"
4138,ppc,protein_coding,"asp,ECK3947,glu"
4139,argE,protein_coding,ECK3948
4140,argC,protein_coding,"Arg2,ECK3949"
4141,argB,protein_coding,ECK3950
4142,argH,protein_coding,ECK3951
4143,oxyS,ncRNA,ECK3952
4144,oxyR,protein_coding,"ECK3953,momR,mor"
4145,sthA,protein_coding,"ECK3954,sth,udhA"
4146,fabR,protein_coding,"ECK3955,yijC"
4147,yijD,protein_coding,ECK3956
4148,trmA,protein_coding,"ECK3957,rT,rumT"
4149,btuB,protein_coding,"bfe,cer,ECK3958"
4150,murI,protein_coding,"dga,ECK3959,glr,yijA"
4151,rrsB,rRNA,ECK3960
4152,gltT,tRNA,"ECK3961,tgtB"
4153,rrlB,rRNA,ECK3962
4154,rrfB,rRNA,ECK3963
4155,murB,protein_coding,"ECK3964,yijB"
4156,birA,protein_coding,"bioR,dhbB,ECK3965"
4157,coaA,protein_coding,"ECK3966,panK,rts,ts-9"
4158,thrU,tRNA,ECK3967
4159,tyrU,tRNA,"ECK3968,sup15B,supM,supZ"
4160,glyT,tRNA,"ECK3969,sumA,sup15B,supA36"
4161,thrT,tRNA,ECK3970
4162,tufB,protein_coding,"ECK3971,kirT,pulT"
4163,secE,protein_coding,"ECK3972,mbrC,prlG"
4164,nusG,protein_coding,ECK3973
4165,rplK,protein_coding,"ECK3974,relC"
4166,rplA,protein_coding,"ECK3975,rpy"
4167,rplJ,protein_coding,ECK3976
4168,rplL,protein_coding,ECK3977
4169,rpoB,protein_coding,"ECK3978,ftsR,groN,nitB,rif,ron,sdgB,stl,stv,tabD"
4170,rpoC,protein_coding,"ECK3979,tabB"
4171,yjaZ,protein_coding,"ECK3980,htrC"
4172,sroH,ncRNA,ECK4505
4173,thiH,protein_coding,"ECK3981,thiB"
4174,thiG,protein_coding,"ECK3982,thiB"
4175,thiS,protein_coding,"ECK3983,thiG1"
4176,thiF,protein_coding,"ECK3984,thiA"
4177,thiE,protein_coding,"ECK3985,thiA"
4178,thiC,protein_coding,ECK3986
4179,rsd,protein_coding,"ECK3987,yjaE"
4180,nudC,protein_coding,"ECK3988,yjaD"
4181,hemE,protein_coding,ECK3989
4182,nfi,protein_coding,"ECK3990,yjaF"
4183,yjaG,protein_coding,ECK3991
4184,hupA,protein_coding,ECK3992
4185,yjaH,protein_coding,ECK3993
4186,zraP,protein_coding,"ECK3994,yjaI,zra"
4187,zraS,protein_coding,"ECK3995,hydH"
4188,zraR,protein_coding,"ECK3996,hydG"
4189,purD,protein_coding,"adth,adth(a),ECK3997"
4190,purH,protein_coding,ECK3998
4191,rrsE,rRNA,ECK3999
4192,gltV,tRNA,"ECK4000,tgtE"
4193,rrlE,rRNA,ECK4001
4194,rrfE,rRNA,ECK4002
4195,yjaA,protein_coding,ECK4003
4196,yjaB,protein_coding,ECK4004
4197,metA,protein_coding,ECK4005
4198,aceB,protein_coding,"ECK4006,mas"
4199,aceA,protein_coding,"ECK4007,icl"
4200,aceK,protein_coding,ECK4008
4201,arpA,protein_coding,"arp,ECK4009,yjaC"
4202,iclR,protein_coding,ECK4010
4203,metH,protein_coding,ECK4011
4204,yjbB,protein_coding,ECK4012
4205,pepE,protein_coding,ECK4013
4206,rluF,protein_coding,"ECK4014,yjbC"
4207,yjbD,protein_coding,ECK4015
4208,lysC,protein_coding,"apk,ECK4016"
4209,pgi,protein_coding,ECK4017
4210,yjbE,protein_coding,ECK4018
4211,yjbF,protein_coding,ECK4019
4212,yjbG,protein_coding,ECK4020
4213,yjbH,protein_coding,ECK4021
4214,yjbT,protein_coding,ECK4428
4215,psiE,protein_coding,"ECK4022,yjbA"
4216,xylE,protein_coding,ECK4023
4217,malG,protein_coding,ECK4024
4218,malF,protein_coding,ECK4025
4219,malE,protein_coding,ECK4026
4220,malK,protein_coding,"ECK4027,malB"
4221,lamB,protein_coding,"ECK4028,malB,malL"
4222,malM,protein_coding,"ECK4029,molA"
4223,yjbI,pseudogene,ECK4030
4224,ubiC,protein_coding,ECK4031
4225,ubiA,protein_coding,"cyr,ECK4032"
4226,plsB,protein_coding,ECK4033
4227,dgkA,protein_coding,ECK4034
4228,lexA,protein_coding,"ECK4035,exrA,spr,tsl,umuA"
4229,dinF,protein_coding,ECK4036
4230,yjbJ,protein_coding,ECK4037
4231,zur,protein_coding,"ECK4038,yjbK,znuR"
4232,yjbL,protein_coding,ECK4039
4233,yjbM,protein_coding,ECK4040
4234,dusA,protein_coding,"ECK4041,yjbN"
4235,pspG,protein_coding,"ECK4042,yjbO"
4236,pspH,ncRNA,ECK4615
4237,qorA,protein_coding,"ECK4043,hcz,hzc,qor"
4238,dnaB,protein_coding,"ECK4044,groP,grpA,grpD"
4239,alr,protein_coding,"alr5,ECK4045"
4240,tyrB,protein_coding,ECK4046
4241,yjbS,protein_coding,ECK4429
4242,aphA,protein_coding,"ECK4047,hobH,yjbP"
4243,yjbQ,protein_coding,ECK4048
4244,yjbR,protein_coding,ECK4049
4245,uvrA,protein_coding,"dar,dinE,ECK4050"
4246,ssb,protein_coding,"ECK4051,exrB,lexC"
4247,yjcB,protein_coding,ECK4052
4248,pdeC,protein_coding,"ECK4053,yjcC"
4249,soxS,protein_coding,ECK4054
4250,soxR,protein_coding,"ECK4055,marC"
4251,ryjA,ncRNA,"ECK4056,psrA24,sraL"
4252,ghxP,protein_coding,"ECK4057,yjcD"
4253,yjcE,protein_coding,ECK4058
4254,yjcF,protein_coding,ECK4059
4255,actP,protein_coding,"ECK4060,yjcG"
4256,yjcH,protein_coding,ECK4061
4257,acs,protein_coding,"acsA,ECK4062,yfaC"
4258,nrfA,protein_coding,ECK4063
4259,nrfB,protein_coding,"ECK4064,yjcI"
4260,nrfC,protein_coding,"ECK4065,yjcJ"
4261,nrfD,protein_coding,"ECK4066,yjcK"
4262,nrfE,protein_coding,"ECK4067,yjcL"
4263,nrfF,protein_coding,"ECK4068,yjcM"
4264,nrfG,protein_coding,"aidC,ECK4069,yjcN"
4265,gltP,protein_coding,ECK4070
4266,yjcO,protein_coding,ECK4071
4267,fdhF,protein_coding,"chlF,ECK4072"
4268,mdtP,protein_coding,"ECK4073,sdsP,yjcP"
4269,mdtO,protein_coding,"ECK4074,sdsQ,yjcQ"
4270,mdtN,protein_coding,"ECK4075,sdsR,yjcR"
4271,ytcA,protein_coding,ECK4430
4272,yjcS,protein_coding,ECK4076
4273,alsK,protein_coding,"ECK4077,yjcT"
4274,alsE,protein_coding,"ECK4078,yjcU"
4275,alsC,protein_coding,"ECK4079,yjcV"
4276,alsA,protein_coding,"ECK4080,yjcW"
4277,alsB,protein_coding,"ECK4081,yjcX"
4278,alsR,protein_coding,"ECK4082,rpiR,yjcY"
4279,rpiB,protein_coding,"alsI,ECK4083,yjcA"
4280,yjdP,protein_coding,ECK4084
4281,phnP,protein_coding,ECK4085
4282,phnO,protein_coding,ECK4086
4283,phnN,protein_coding,ECK4087
4284,phnM,protein_coding,ECK4088
4285,phnL,protein_coding,ECK4089
4286,phnK,protein_coding,ECK4090
4287,phnJ,protein_coding,ECK4091
4288,phnI,protein_coding,ECK4092
4289,phnH,protein_coding,ECK4093
4290,phnG,protein_coding,ECK4094
4291,phnF,protein_coding,ECK4095
4292,phnE,pseudogene,"b4103,b4104,ECK4096,ECK4097"
4293,phnD,protein_coding,"ECK4098,phn,psiD"
4294,phnC,protein_coding,ECK4099
4295,yjdN,protein_coding,"ECK4100,phnB"
4296,yjdM,protein_coding,"ECK4101,phnA"
4297,rdcA,protein_coding,"crfC,ECK4102,yjdA"
4298,rdcB,protein_coding,"ECK4103,yjcZ"
4299,proP,protein_coding,ECK4104
4300,pmrR,protein_coding,ECK4515
4301,basS,protein_coding,"dgkR,ECK4105,pmrB"
4302,basR,protein_coding,"ECK4106,pmrA"
4303,eptA,protein_coding,"ECK4107,yjdB"
4304,adiC,protein_coding,"ECK4108,yjdD,yjdE"
4305,adiY,protein_coding,ECK4109
4306,adiA,protein_coding,"adi,ECK4110"
4307,melR,protein_coding,ECK4111
4308,melA,protein_coding,"ECK4112,mel-7"
4309,melB,protein_coding,"ECK4113,mel-4"
4310,yjdF,protein_coding,ECK4114
4311,fumB,protein_coding,ECK4115
4312,dcuB,protein_coding,"ECK4116,genF"
4313,dcuR,protein_coding,"ECK4117,yjdG"
4314,dcuS,protein_coding,"ECK4118,yjdH"
4315,yjdI,protein_coding,ECK4119
4316,yjdJ,protein_coding,ECK4120
4317,ghoS,protein_coding,"ECK4121,yjdK"
4318,ghoT,protein_coding,"ECK4122,yjdO"
4319,lysU,protein_coding,ECK4123
4320,dtpC,protein_coding,"ECK4124,yjdL"
4321,cadA,protein_coding,"ECK4125,ldcI"
4322,cadB,protein_coding,ECK4126
4323,cadC,protein_coding,ECK4127
4324,yjdQ,pseudogene,ECK4457
4325,pheU,tRNA,"ECK4128,pheR,pheW"
4326,yjdC,protein_coding,"cutA3,ECK4129"
4327,dsbD,protein_coding,"cutA2,cycZ,dipZ,ECK4130,htrI"
4328,cutA,protein_coding,"cutA1,ECK4131"
4329,dcuA,protein_coding,"ECK4132,genA"
4330,aspA,protein_coding,ECK4133
4331,fxsA,protein_coding,"ECK4134,yjeG"
4332,yjeH,protein_coding,ECK4135
4333,groS,protein_coding,"ECK4136,groES,mopB"
4334,groL,protein_coding,"ECK4137,groEL,mopA"
4335,yjeI,protein_coding,ECK4138
4336,yjeJ,protein_coding,ECK4139
4337,epmB,protein_coding,"ECK4140,yjeK"
4338,efp,protein_coding,ECK4141
4339,ecnA,protein_coding,ECK4142
4340,ecnB,protein_coding,"ECK4143,yjeU"
4341,gdx,protein_coding,"ECK4144,sugE"
4342,blc,protein_coding,"ECK4145,yjeL"
4343,ampC,protein_coding,"ampA,ECK4146"
4344,frdD,protein_coding,ECK4147
4345,frdC,protein_coding,ECK4148
4346,frdB,protein_coding,ECK4149
4347,frdA,protein_coding,ECK4150
4348,epmA,protein_coding,"ECK4151,genX,poxA,yjeA"
4349,yjeM,protein_coding,ECK4152
4350,yjeN,protein_coding,ECK4153
4351,yjeO,protein_coding,ECK4154
4352,mscM,protein_coding,"ECK4155,yjeP"
4353,psd,protein_coding,ECK4156
4354,rsgA,protein_coding,"ECK4157,yjeQ"
4355,orn,protein_coding,"ECK4158,yjeR"
4356,glyV,tRNA,"ECK4159,glyValpha,ins,mutA,suA58,suA78"
4357,glyX,tRNA,"ECK4160,glyVbeta"
4358,glyY,tRNA,"ECK4161,glyVgamma"
4359,yjeV,protein_coding,ECK4485
4360,queG,protein_coding,"ECK4162,yjeS"
4361,nnr,protein_coding,"ECK4163,yjeF"
4362,tsaE,protein_coding,"ECK4164,yjeE"
4363,amiB,protein_coding,"ECK4165,yjeD"
4364,mutL,protein_coding,ECK4166
4365,miaA,protein_coding,"ECK4167,trpX"
4366,hfq,protein_coding,ECK4168
4367,hflX,protein_coding,"ECK4169,hflA,hslX"
4368,hflK,protein_coding,"ECK4170,hflA,hslY"
4369,hflC,protein_coding,"ECK4171,hflA"
4370,yjeT,protein_coding,ECK4172
4371,purA,protein_coding,"adeK,ECK4173"
4372,nsrR,protein_coding,"ECK4174,yjeB"
4373,rnr,protein_coding,"ECK4175,vacB,yjeC"
4374,rlmB,protein_coding,"ECK4176,yjfH"
4375,yjfI,protein_coding,ECK4177
4376,yjfJ,protein_coding,ECK4178
4377,yjfK,protein_coding,ECK4179
4378,yjfL,protein_coding,ECK4180
4379,yjfM,protein_coding,ECK4181
4380,yjfC,protein_coding,ECK4182
4381,aidB,protein_coding,ECK4183
4382,yjfN,protein_coding,ECK4184
4383,bsmA,protein_coding,"ECK4185,yjfO"
4384,yjfP,protein_coding,ECK4186
4385,ulaR,protein_coding,"ECK4187,yjfQ"
4386,ulaG,protein_coding,"ECK4188,yjfR"
4387,ulaA,protein_coding,"ECK4189,sgaT,yjfS"
4388,ulaB,protein_coding,"ECK4190,sgaB,yjfT"
4389,ulaC,protein_coding,"ECK4191,ptxA,sgaA,yjfU"
4390,ulaD,protein_coding,"ECK4192,sgaH,yjfV"
4391,ulaE,protein_coding,"ECK4193,sgaU,yjfW"
4392,ulaF,protein_coding,"ECK4194,sgaE,yjfX"
4393,yjfY,protein_coding,ECK4195
4394,rpsF,protein_coding,"ECK4196,sdgH"
4395,priB,protein_coding,ECK4197
4396,rpsR,protein_coding,ECK4198
4397,rplI,protein_coding,ECK4199
4398,yjfZ,protein_coding,ECK4200
4399,ytfA,pseudogene,ECK4201
4400,ytfB,protein_coding,ECK4202
4401,fklB,protein_coding,"ECK4203,ytfC"
4402,cycA,protein_coding,"dagA,ECK4204,ytfD"
4403,ytfE,protein_coding,"dnrN,ECK4205"
4404,ytfF,protein_coding,ECK4206
4405,qorB,protein_coding,"ECK4207,ytfG"
4406,ytfH,protein_coding,ECK4208
4407,cpdB,protein_coding,ECK4209
4408,cysQ,protein_coding,"amt,amtA,ECK4210"
4409,ytfI,protein_coding,ECK4211
4410,ytfJ,protein_coding,"ecfJ,ECK4212"
4411,ytfK,protein_coding,ECK4213
4412,ytfL,protein_coding,ECK4214
4413,msrA,protein_coding,"ECK4215,pms,pmsR"
4414,tamA,protein_coding,"ECK4216,ytfM"
4415,tamB,protein_coding,"ECK4217,ytfN,ytfO"
4416,ytfP,protein_coding,ECK4218
4417,chpS,protein_coding,"chpBI,ECK4220,yjfB"
4418,chpB,protein_coding,"chpBK,ECK4221,yjfE"
4419,ppa,protein_coding,ECK4222
4420,ytfQ,protein_coding,ECK4223
4421,ytfR,protein_coding,"b4228,b4229,ECK4224,ytfS"
4422,ytfT,protein_coding,ECK4225
4423,yjfF,protein_coding,ECK4226
4424,fbp,protein_coding,"ECK4227,fdp"
4425,mpl,protein_coding,"ECK4228,tpl,yjfG"
4426,yjgA,protein_coding,ECK4229
4427,tldE,protein_coding,"ECK4230,mcb,pmbA"
